Category ID	Category Name	Number	Name	Year Released	Weight (in Grams)	Dimensions
334	Key Chain / Island Xtreme Stunts	3925	Brickster Key Chain	2002	10	? x ? x ?
334	Key Chain / Space / Insectoids	3951	Insectoids Queen Key Chain	1998	11	? x ? x ?
334	Key Chain / Space / UFO	3955	UFO Droid Key Chain	1996	12	10.5 x 9 x 1
334	Key Chain / Time Cruisers / Twisters	KC139	Dr. Cyber Key Chain	1997	10	? x ? x ?
252	Game / BIONICLE	QFTM-LE	BIONICLE Quest for the Masks: Trading Card Game - Limited Edition Pack	2001	6	? x ? x ?
513	Media Audio & Video / Technic	8457tapePAL	Video Tape - 8457 Power Puller UK PAL Version	2000	130	10.5 x 19.1 x 2.6
513	Media Audio & Video / DUPLO	dupvid	Video Tape - Duplo Adventures Yerk and Snerk	1991	?	? x ? x ?
334	Key Chain / Star Wars	3947	Yoda Key Chain	2001	9.5	9 x 9 x 1
334	Key Chain / Star Wars	3948	Stormtrooper Key Chain	2001	12	? x ? x ?
160	Sticker Sheet	9736stk01	Sticker Sheet, Mars Team Interplanetary Society display (set 9736)	2000	2.19	11.5 x 9.2 x 0.02
443	Puzzle / Space / Exploriens	08544	RoseArt 2-in-One Floor Puzzle, Exploriens	1996	1325	39.6 x 29.2 x 7.8
513	Media Audio & Video	8419-2	Video Tape - Lego Stories	1989	?	? x ? x ?
252	Game / BIONICLE	BTBA	BIONICLE The Bohrok Awake - McDonald's Card Pack with Mighty Kids Meal Bag	?	?	? x ? x ?
443	Puzzle / Town	puz001	RoseArt 100 Pieces, What's wrong with this picture? Harbor Scene Puzzle	1999	227	26 x 18.5 x 5
443	Puzzle / Town	puz002	RoseArt 100 Pieces, What's wrong with this picture? Town Scene Puzzle	1999	216	26 x 18.5 x 5
334	Key Chain / Racers	3945	Drome Racer Key Chain with Open Mouth Head and LEGO Logo on Torso	2002	13	? x ? x ?
334	Key Chain / Sports / Soccer	3946	Soccer Player with Lego Logo on Front and Ball Key Chain	2002	14	? x ? x ?
334	Key Chain / Town / Classic Town / Police	3954	Police Officer Key Chain, Printed Cap	?	10.5	? x ? x ?
334	Key Chain / Western / Indians	KC141	Chief Key Chain	1997	14	? x ? x ?
445	Patch & Pin / Castle / Knights Kingdom I	pin074	Pin, Knights' Kingdom I Lion Shield	?	?	? x ? x ?
445	Patch & Pin / Castle / Knights Kingdom I	pin075	Pin, Knights' Kingdom I Bull's Head Shield	?	?	? x ? x ?
14	Magnet / Castle / Knights Kingdom I	mag003	Magnet Flat, Knights Kingdom Lion Shield	2003	?	? x ? x ?
334	Key Chain	bl004	Bricks Key Chain	?	?	? x ? x ?
513	Media Audio & Video / DUPLO	justima	Video Tape - Duplo Just Imagine	1999	?	? x ? x ?
445	Patch & Pin	pin083	Pin, LEGO Logo Square Red	?	?	? x ? x ?
447	School Supplies	eraser01	Eraser, 2 x 4 Brick with 3 Holes on Bottom	?	8.85	? x ? x ?
241	Pen / BIONICLE	P1708	BIONICLE Pen Limited Edition	2005	?	? x ? x ?
