Category ID	Category Name	Number	Name	Alternate Item Number	Weight (in Grams)	Dimensions
741	Tail, Decorated	44661pb026	Tail Shuttle, Small with 'DC SUPER HERO GIRLS' Pattern		0.81	2.75 x 2 x 2
117	Tile, Round	27925	Tile, Round Corner 2 x 2 Macaroni	67124,78560,113485	0.3	2 x 2 x 0
812	Tile, Round, Decorated	98138pb066	Tile, Round 1 x 1 with Black Eye Squinting with Pupil in Corner Pattern	35381pb066	0.11	1 x 1 x 0
132	Window, Glass & Shutter, Decorated	60603pb007	Glass for Window 1 x 4 x 3 - Opening with Gold and White '"Prevent Yellowing"', 'DENTIST' and Tooth Pattern		1.22	? x ? x ?
606	Minifigure, Head, Modified	bb0756c01pb01	Minifigure, Head, Modified Pencil Top with Flat Silver Ferrule and Orange Eyes Pattern		0.36	? x ? x ?
847	Minifigure, Hair	28798pb01	Minifigure, Hair Female Pigtails High Bouncy, Hole on Top with Black Hair on Left Side and Black Tie on Right Side Pattern		1.56	? x ? x ?
636	Minifigure, Headgear Accessory	bb0753pb01	Minifigure, Nurse Hat with Red Heart Pattern		0.09	? x ? x ?
16	Minifigure, Headgear	2446pb40	Minifigure, Headgear Helmet Motorcycle (Standard) with 5 Black Rectangles Pattern	88415pb40	0.52	? x ? x ?
636	Minifigure, Headgear Accessory	2447pb01	Minifigure, Visor Standard with Lime Digital '07734' on Black Background Pattern		0.16	? x ? x ?
39	Tile, Decorated	3070pb111	Tile 1 x 1 with Red Calculator Buttons Pattern	3070bpb111	0.15	1 x 1 x 0
16	Minifigure, Headgear	x177pb04	Minifigure, Headgear Headdress Mummy with Gold Stripes Pattern	90462pb04	1.07	? x ? x ?
479	Cockpit	27168	Cockpit 4 x 2 x 3 with Pin Hole, 2 Clips, and Tow Ball on Sides		4.46	? x ? x ?
578	Wedge, Decorated	43712pb056	Wedge 6 x 4 Triple Curved with Yellow Batman Logo Pattern (Sticker) - Set 76055		3.5	6 x 4 x 0
238	Minifigure, Head	3626pb1720	Minifigure, Head White Face Paint, Black Lines Through Eyebrows and Eyes, Bright Pink Hearts on Cheeks Pattern		0.56	? x ? x ?
238	Minifigure, Head	3626pb1721	Minifigure, Head Female Reddish Brown Eyebrows, Black Double Eyelashes, Left Lower Eyelid, Beauty Mark, Medium Nougat Lips, Open Mouth Smile with Teeth Pattern	3626cpb1721,88475pb1721	0.54	? x ? x ?
238	Minifigure, Head	3626pb1722	Minifigure, Head Female Black Eye Mask, Double Eyelashes, Red Diamond on Cheek, Dark Red Lips, Open Mouth Smile with Top Teeth and Tongue Pattern	3626cpb1722,88475pb1722	0.55	? x ? x ?
33	Slope, Decorated	3037pb046	Slope 45 2 x 4 with 2 Red Buttons, 'TAIL', 'CHOMP' and Batman Head on Green Screen Pattern (Sticker) - Set 76055		1.97	2 x 4 x 1
238	Minifigure, Head	3626pb1723	Minifigure, Head Balaclava with White Eye Holes over Light Nougat Face, Cheek Lines, Open Mouth Smile with Teeth Parted Pattern		0.56	? x ? x ?
238	Minifigure, Head	3626pb1724	Minifigure, Head Black Eyebrows, Upper Eyelids, Medium Nougat Short Cheek Lines, Dark Tan and Tan Chin Ornament, Neutral Pattern	3626cpb1724,88475pb1724	0.55	? x ? x ?
238	Minifigure, Head	3626pb1725	Minifigure, Head White Headband, Reddish Brown Angled Cheek Lines, Black Beard Stubble, Stern Pattern	3626cpb1725,88475pb1725	0.54	? x ? x ?
225	Riding Cycle	18895pb09	Motorcycle Fairing, Racing (Sport) Bike with Black Batman Logo Pattern on Both Sides (Stickers) - Set 76055		5	? x ? x ?
238	Minifigure, Head	3626pb1726	Minifigure, Head Mask with Black Contour Lines and White Eye Holes Pattern (Red Hood)		0.55	? x ? x ?
238	Minifigure, Head	3626pb1727	Minifigure, Head Balaclava with Black Eyes, 'Z' in Black Circle, Light Nougat Face with Sneer Pattern		0.55	? x ? x ?
150	Minifigure, Torso	973pb2572	Torso Vest, White Shirt Rumpled, Dark Red Tie, Shoulder Holster Pattern		0.77	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb2572c01	Torso Vest, White Shirt Rumpled, Dark Red Tie, Shoulder Holster Pattern / Medium Nougat Arms with White Short Sleeves / Medium Nougat Hands		1.26	? x ? x ?
150	Minifigure, Torso	973pb2573	Torso Medium Blue Collar and Belt, Gold Zodiac Symbols Pattern		0.77	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb2573c01	Torso Medium Blue Collar and Belt, Gold Zodiac Symbols Pattern / Bright Light Blue Arms with Gold Zodiac Signs Pattern / Light Nougat Hands		1.25	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb2574c01	Torso Batman Female Outline with Fishnet Inset, Silver Studded Collar and Belt Pattern / Magenta Arms with Black Stripes Pattern / Black Hands		1.31	? x ? x ?
150	Minifigure, Torso	973pb2574	Torso Batman Female Outline with Fishnet Inset, Silver Studded Collar and Belt Pattern		0.82	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb2575c01	Torso Suit Jacket with Black Vertical Stripes over Black Ribbed Shirt Pattern / Bright Light Orange Arms with Vertical Stripes Pattern / Black Hands		1.26	? x ? x ?
150	Minifigure, Torso	973pb2575	Torso Suit Jacket with Black Vertical Stripes over Black Ribbed Shirt Pattern		0.8	? x ? x ?
33	Slope, Decorated	85984pb145	Slope 30 1 x 2 x 2/3 with Graphs, Exclamation Mark and Killer Croc Head on Red Screen Pattern (Sticker) - Set 76055		0.35	1 x 2 x 0.67
1097	Minifigure, Torso Assembly, Decor.	973pb2576c01	Torso Batman Muscles Outline with Flat Silver Shoulder Straps and 3 Jagged Cat Scratch Marks Pattern / Bright Light Orange Arms / Reddish Brown Hands		1.28	? x ? x ?
150	Minifigure, Torso	973pb2576	Torso Batman Muscles Outline with Flat Silver Shoulder Straps and 3 Jagged Cat Scratch Marks Pattern		0.77	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb2577c01	Torso Batman Female Outline with Light Nougat Shoulders and White Bow Pattern / Light Nougat Arms with Button Cuffs Pattern / White Hands		1.28	? x ? x ?
150	Minifigure, Torso	973pb2577	Torso Batman Female Outline with Light Nougat Shoulders and White Bow Pattern		0.79	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb2578c01	Torso Batman Female Outline with Red Trim and Belt, Stethoscope and Pockets Pattern / White Arms with Stripes and Pink Glove Cuffs / Bright Pink Hands		1.27	? x ? x ?
150	Minifigure, Torso	973pb2578	Torso Batman Female Outline with Red Trim and Belt, Stethoscope and Pockets Pattern		0.79	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb2579c01	Torso Batman Muscles Outline with Belt with 6 White Squares Front and Reverse Pattern / Medium Lavender Arms with White Squares Pattern / White Hands		1.25	? x ? x ?
150	Minifigure, Torso	973pb2579	Torso Batman Muscles Outline with Belt with 6 White Squares Front and Reverse Pattern		0.75	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb2580c01	Torso Tuxedo Jacket, White Shirt, Dark Purple Bow Tie and Vest Pattern / Black Arms / Dark Purple Hands		1.31	? x ? x ?
150	Minifigure, Torso	973pb2580	Torso Tuxedo Jacket, White Shirt, Dark Purple Bow Tie and Vest Pattern		0.79	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb2581c01	Torso Ancient Egyptian Gold Collar with Scarab, Blue Jewel and Dark Blue Belt Pattern / Light Nougat Arms / Light Nougat Hands		1.28	? x ? x ?
150	Minifigure, Torso	973pb2581	Torso Ancient Egyptian Gold Collar with Scarab, Blue Jewel and Dark Blue Belt Pattern		0.79	? x ? x ?
142	Minifigure, Body Wear	27148pb01	Minifigure Armor Breastplate with Layered Shoulder Protection with Black Bow Tie Pattern		1.23	? x ? x ?
20	Minifigure, Body Part	981982pb113	Arm, (Matching Left and Right) Pair with Medium Nougat Shirt Cuffs with Buttons Pattern		0.29	? x ? x ?
20	Minifigure, Body Part	981pb113	Arm, Left with Medium Nougat Shirt Cuff with Buttons Pattern		0.14	? x ? x ?
20	Minifigure, Body Part	982pb113	Arm, Right with Medium Nougat Shirt Cuff with Buttons Pattern		0.14	? x ? x ?
20	Minifigure, Body Part	981982pb114	Arm, (Matching Left and Right) Pair with 3 Black Stripes Pattern		0.3	? x ? x ?
20	Minifigure, Body Part	981pb114	Arm, Left with 3 Black Stripes Pattern		0.15	? x ? x ?
20	Minifigure, Body Part	982pb114	Arm, Right with 3 Black Stripes Pattern		0.15	? x ? x ?
20	Minifigure, Body Part	981982pb115	Arm, (Matching Left and Right) Pair with 5 Black Stripes Pattern		0.29	? x ? x ?
20	Minifigure, Body Part	981pb115	Arm, Left with 5 Black Stripes Pattern		0.15	? x ? x ?
20	Minifigure, Body Part	982pb115	Arm, Right with 5 Black Stripes Pattern		0.15	? x ? x ?
20	Minifigure, Body Part	981982pb116	Arm, (Matching Left and Right) Pair, Black and White Shoulder Stripes and Bright Pink Glove Cuffs Pattern		0.3	? x ? x ?
20	Minifigure, Body Part	981pb116	Arm, Left with Black and White Shoulder Stripes and Bright Pink Glove Cuff Pattern		0.14	? x ? x ?
20	Minifigure, Body Part	982pb116	Arm, Right with Black and White Shoulder Stripes and Bright Pink Glove Cuff Pattern		0.14	? x ? x ?
775	Slope, Curved, Decorated	11477pb041R	Slope, Curved 2 x 1 x 2/3 with Black and Yellow Danger Stripes Pattern Right (Sticker) - Sets 60121 / 60122		0.25	2 x 1 x 0.67
775	Slope, Curved, Decorated	11477pb041L	Slope, Curved 2 x 1 x 2/3 with Black and Yellow Danger Stripes Pattern Left (Sticker) - Sets 60121 / 60122		0.25	2 x 1 x 0.67
20	Minifigure, Body Part	981982pb117	Arm, (Matching Left and Right) Pair with 5 White Squares Pattern		0.3	? x ? x ?
20	Minifigure, Body Part	981pb117	Arm, Left with 5 White Squares Pattern		0.15	? x ? x ?
20	Minifigure, Body Part	982pb117	Arm, Right with 5 White Squares Pattern		0.15	? x ? x ?
20	Minifigure, Body Part	981982pb118	Arm, (Matching Left and Right) Pair with Gold Zodiac Symbols Pattern		0.31	? x ? x ?
20	Minifigure, Body Part	981pb118	Arm, Left with Gold Zodiac Symbols Pattern		0.15	? x ? x ?
20	Minifigure, Body Part	982pb118	Arm, Right with Gold Zodiac Symbols Pattern		0.15	? x ? x ?
20	Minifigure, Body Part	981982pb119	Arm, (Matching Left and Right) Pair with White Rolled Up Sleeves Pattern		0.32	? x ? x ?
20	Minifigure, Body Part	981pb119	Arm, Left with White Rolled Up Sleeve Pattern		0.16	? x ? x ?
20	Minifigure, Body Part	982pb119	Arm, Right with White Rolled Up Sleeve Pattern		0.16	? x ? x ?
578	Wedge, Decorated	52031pb108	Wedge 4 x 6 x 2/3 Triple Curved with White '60121' Pattern (Sticker) - Set 60121		3.3	4 x 6 x 0.67
118	Brick, Decorated	3010pb198	Brick 1 x 4 with 'EXPLORERS' and Volcano Explorers Logo Compass Pattern (Sticker) - Set 60121		1.6	1 x 4 x 1
33	Slope, Decorated	30363pb030	Slope 18 4 x 2 with SW Imperial Shuttle Tydirium Controls Pattern (Sticker) - Set 75094		1.71	4 x 2 x 1
461	Panel, Decorated	60581pb074	Panel 1 x 4 x 3 with Side Supports - Hollow Studs with Planet Map, Aurebesh Characters 'ENDOR', and Red SW Rebel Alliance Symbol Pattern on Inside (Sticker) - Set 75094		2.32	1 x 4 x 3
812	Tile, Round, Decorated	24246pb001	Tile, Round 1 x 1 Half Circle Extended with Black Circle and 4 Lines Vent Pattern		0.1	1 x 1 x 0
775	Slope, Curved, Decorated	15068pb094	Slope, Curved 2 x 2 x 2/3 with Cat Ears Speedometer and Dark Purple Flames Pattern		0.57	2 x 2 x 0.67
160	Sticker Sheet	70902stk01	Sticker Sheet for Set 70902 - (29698/6175216)	29698	0.2	? x ? x ?
1098	Minifigure, Legs, Decorated	970c105pb001	Hips and Bright Light Blue Legs with Black Leotard, Gold Zodiac Signs, and Blue Knee Straps Pattern		1.18	? x ? x ?
1098	Minifigure, Legs, Decorated	970c71pb001	Hips and Magenta Legs with Black Leotard and 5 Black Stripes Pattern		1.16	? x ? x ?
1098	Minifigure, Legs, Decorated	970c110pb02	Hips and Bright Light Orange Legs with Reddish Brown Boots Pattern		1.25	? x ? x ?
1098	Minifigure, Legs, Decorated	970c00pb0615	Hips and Legs with White Boots and 4 White Squares on Sides Pattern		1.27	? x ? x ?
1098	Minifigure, Legs, Decorated	970c00pb0612	Hips and Legs with 6 Black Vertical Stripes and Pencil Tips on Feet Pattern		1.16	? x ? x ?
1098	Minifigure, Legs, Decorated	970d36pb01	Hips and 1 White Left Leg, 1 Dark Red Right Leg with Molded Light Nougat Lower Legs / Boots and Printed Skirt and Loin Cloth with Gold Trim over Shorts with Black Stripes Pattern	20926d36c01,20932d36c01	1.25	? x ? x ?
1098	Minifigure, Legs, Decorated	970c00pb0614	Hips and Legs with Molded Red Lower Legs / Boots and Printed Red Diamond Button and Pocket Ends on Skirt, Black Laces and Shoe Tips Pattern	20926c00pb0614,20932c00pb0614	1.28	? x ? x ?
1098	Minifigure, Legs, Decorated	970c00pb0611	Hips and Legs with Black Seams and Black and White Garters Pattern		1.16	? x ? x ?
160	Sticker Sheet	75168stk01	Sticker Sheet for Set 75168 - (29421/6174163)		0.44	7 x 7 x 0
160	Sticker Sheet	75169stk01a	Sticker Sheet for Set 75169 - International Version - (30482/6177037)	30482	0.6	? x ? x ?
160	Sticker Sheet	75173stk01	Sticker Sheet for Set 75173 - (30962/6178336)	30962	1	? x ? x ?
160	Sticker Sheet	75175stk01	Sticker Sheet for Set 75175 - (30874/6177856)	30874	1.92	? x ? x ?
39	Tile, Decorated	26603pb001	Tile 2 x 3 with LEGO Creator Expert Modular Building Set 10182 Café Corner Box Art Pattern {Cafe}		0.69	2 x 3 x 0
160	Sticker Sheet	70910stk01	Sticker Sheet for Set 70910 - (29724/6175227)	29724	1.17	? x ? x ?
812	Tile, Round, Decorated	14769pb163	Tile, Round 2 x 2 with Bottom Stud Holder with Pizza Pepperoni Scary Face Pattern		0.33	2 x 2 x 0
39	Tile, Decorated	3068pb1045	Tile 2 x 2 with Red and Green Stripes and Dark Green 'PIZZA' Pattern (Pizza Box)	3068bpb1045	0.49	2 x 2 x 0
16	Minifigure, Headgear	2446pb41	Minifigure, Headgear Helmet Motorcycle (Standard) with Yellow Flames Pattern		0.46	? x ? x ?
150	Minifigure, Torso	973pb2582	Torso Red Trim and 'LUIGI'S PIZZA', Straw Chest Pattern		0.82	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb2582c01	Torso Red Trim and 'LUIGI'S PIZZA', Straw Chest Pattern / Reddish Brown Arms with Patches and Yellow Short Sleeves Pattern / Black Hands		1.25	? x ? x ?
1098	Minifigure, Legs, Decorated	970c00pb0623	Hips and Legs with Ragged Shirt and Patches Pattern		1.15	? x ? x ?
238	Minifigure, Head	3626pb1728	Minifigure, Head Dual Sided Alien with Red Eyes, Dark Tan Patches with Stitches Front and Back, Closed / Open Mouth Pattern (Scarecrow)		0.55	? x ? x ?
20	Minifigure, Body Part	981982pb120	Arm, (Matching Left and Right) Pair with Yellow Short Sleeves, Red Cuffs and Patches Pattern		0.24	? x ? x ?
20	Minifigure, Body Part	981pb120	Arm, Left with Yellow Short Sleeve, Red Cuff and Patch Pattern		0.16	? x ? x ?
20	Minifigure, Body Part	982pb120	Arm, Right with Yellow Short Sleeve, Red Cuff and Patch Pattern		0.16	? x ? x ?
33	Slope, Decorated	3039pb100	Slope 45 2 x 2 with SW Imperial Shuttle Tydirium Controls Pattern (Sticker) - Set 75094		1.15	2 x 2 x 1
39	Tile, Decorated	2431pb0454	Tile 1 x 4 with Red SW Rebel Alliance Symbol on Worn White Stripe Pattern (Sticker) - Set 75094		0.6	1 x 4 x 0
39	Tile, Decorated	87079pb0375	Tile 2 x 4 with Space Police 3 Badges and Orange 'PRECINCT 78' in Black Border Pattern (Sticker) - Set 5985		0.9	2 x 4 x 0
33	Slope, Decorated	4161pb02	Slope 33 3 x 3 with Silver Grille Pattern (Sticker) - Set 75094		1.94	3 x 3 x 1
1097	Minifigure, Torso Assembly, Decor.	973c077	Torso Plain / Light Nougat Arms with Molded Dark Azure Short Sleeves Pattern / Light Nougat Hands		1.25	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb2583c01	Torso Lab Coat with Pocket with Dentist Mirror and Pick and Gold Tooth Pattern / White Arms / White Hands		1.25	? x ? x ?
150	Minifigure, Torso	973pb2583	Torso Lab Coat with Pocket with Dentist Mirror and Pick and Gold Tooth Pattern		0.82	? x ? x ?
461	Panel, Decorated	60581pb075	Panel 1 x 4 x 3 with Side Supports - Hollow Studs with Dog Leashes on Outside and Photos, Clock and Trophy on Inside Pattern (Stickers) - Set 41124		2.32	1 x 4 x 3
741	Tail, Decorated	6239pb063	Tail Shuttle with Dark Blue Airline Bird Pattern on Both Sides (Stickers) - Set 7696		2.4	6 x 2 x 3.67
16	Minifigure, Headgear	26045	Minifigure, Headgear Head Cover, Costume Bear Hat with Rounded Ears		0.67	? x ? x ?
461	Panel, Decorated	59349pb122	Panel 1 x 6 x 5 with Soap Bubbles Pattern on Inside Pattern (Sticker) - Set 41124		5.7	1 x 6 x 5
461	Panel, Decorated	59349pb123	Panel 1 x 6 x 5 with Mirror with Paw Print, Towel, Checklist, Hair Dryer and Toiletries Pattern on Inside Pattern (Sticker) - Set 41124		5.7	1 x 6 x 5
812	Tile, Round, Decorated	98138pb067	Tile, Round 1 x 1 with Magenta Paw Print on White Background Pattern (Sticker) - Set 41124		0.12	1 x 1 x 0
642	Door, Decorated	60616pb030	Door 1 x 4 x 6 with Stud Handle with 'Open' on Medium Azure Bone Shaped Sign Pattern (Sticker) - Set 41124		2.9	1 x 4 x 6
1048	Road Sign, Decorated	15210pb024	Road Sign 2 x 2 Square with Open O Clip with Paw Print, Heart, Bone, Tennis Ball and Water Drop on Computer Screen Pattern (Sticker) - Set 41124		0.65	2 x 2 x 0
39	Tile, Decorated	3070pb112	Tile 1 x 1 with Black Eyes, Raised Eyebrow, Fiendish Smile with Teeth and Lime and Green Square Pattern (Kryptomite Face)	3070bpb112	0.15	1 x 1 x 0
39	Tile, Decorated	3069pb0539	Tile 1 x 2 with 'SC4R3' Pattern (Sticker) - Set 70910	3069bpb0539	0.25	1 x 2 x 0
39	Tile, Decorated	2431pb0455	Tile 1 x 4 with 'HAVE A NICE DAY' Pattern (Sticker) - Set 70910		0.6	1 x 4 x 0
39	Tile, Decorated	6636pb142	Tile 1 x 6 with Red and White Checkered Pattern (Sticker) - Set 70910		0.75	1 x 6 x 0
39	Tile, Decorated	4162pb163	Tile 1 x 8 with White 'GOTHAM ENERGY' Pattern (Sticker) - Set 70910		1.06	1 x 8 x 0
33	Slope, Decorated	3039pb101	Slope 45 2 x 2 with 3 Levers, Key Lock and Controls Pattern (Sticker) - Set 70910		1.15	2 x 2 x 1
118	Brick, Decorated	3009pb202	Brick 1 x 6 with 'FACILITY' on White Squares Pattern (Sticker) - Set 70910		2.45	1 x 6 x 1
461	Panel, Decorated	60581pb076	Panel 1 x 4 x 3 with Side Supports - Hollow Studs with 'LUIGI'S PIZZERIA' Pattern (Sticker) - Set 70910		2.32	1 x 4 x 3
914	Mini Doll, Head	29561	Mini Doll, Head Friends with Blue Eyes, Red Lips and Closed Mouth Pattern (Wonder Woman)		0.62	? x ? x ?
916	Mini Doll, Legs	92253c00pb11	Mini Doll Hips and Trousers with Back Pockets with Red Boots and White Stars and Wings Pattern - Thick Hinge	15880c00pb11	1.17	? x ? x ?
917	Mini Doll, Torso	FTGpb114c01	Torso Mini Doll Girl Red Top with Gold Wonder Woman Logo Pattern, Light Nougat Arms with Hands with Red Short Sleeves and Silver Bracelets		0.58	? x ? x ?
913	Mini Doll, Hair	29560pb01	Mini Doll, Hair Friends Long Wavy with Gold Tiara and Red Star Pattern (Wonder Woman)		1.16	? x ? x ?
33	Slope, Decorated	85984pb146	Slope 30 1 x 2 x 2/3 with White 'LUNA' on Magenta Background Pattern (Sticker) - Set 41124		0.35	1 x 2 x 0.67
33	Slope, Decorated	85984pb147	Slope 30 1 x 2 x 2/3 with White 'TOFFEE' on Medium Azure Background Pattern (Sticker) - Set 41124		0.35	1 x 2 x 0.67
39	Tile, Decorated	3068pb1046	Tile 2 x 2 with Dark Purple Hearts, White Paw Print and Dots in Magenta Circle Pattern (Sticker) - Set 41124	3068bpb1046	0.49	2 x 2 x 0
39	Tile, Decorated	87079pb0372	Tile 2 x 4 with 2 Dogs and 3 Magenta Hearts on Medium Azure Background Pattern (Sticker) - Set 41124		0.9	2 x 4 x 0
39	Tile, Decorated	87079pb0373	Tile 2 x 4 with 3 Photos, Classic Space Logo, Pink Lines and '10.' Pattern (Sticker) - Set 41128		0.9	2 x 4 x 0
160	Sticker Sheet	70903stk01	Sticker Sheet for Set 70903 - (30713/6177262)		0.24	? x ? x ?
39	Tile, Decorated	87079pb0374	Tile 2 x 4 with Water Blaster Gun and Targets on Dark Pink Background Pattern (Sticker) - Set 41127		0.9	2 x 4 x 0
775	Slope, Curved, Decorated	15068pb095	Slope, Curved 2 x 2 x 2/3 with Classic Space Logo with Pink Arrow Pattern (Sticker) - Set 41128		0.57	2 x 2 x 0.67
775	Slope, Curved, Decorated	15068pb096	Slope, Curved 2 x 2 x 2/3 with Classic Space Logo with Medium Azure Arrow Pattern (Sticker) - Set 41128		0.57	2 x 2 x 0.67
775	Slope, Curved, Decorated	15068pb097	Slope, Curved 2 x 2 x 2/3 with Classic Space Logo with Bright Light Orange Arrow Pattern (Sticker) - Set 41128		0.57	2 x 2 x 0.67
39	Tile, Decorated	87079pb0371	Tile 2 x 4 with Hot Dog, Price Tag and 3 Arrows on Dark Purple Background Pattern (Sticker) - Set 41129		0.9	2 x 4 x 0
18	Minifigure, Utensil	27146	Minifigure, Utensil Cane Handle Curved Riddler Question Mark with Bar Holder		0.23	? x ? x ?
926	Cylinder, Decorated	6259pb029	Cylinder Half 2 x 4 x 4 with White, Pink and Dark Purple Clouds, Rocket Ship and 6 Stars Pattern (Sticker) - Set 41128		3.96	2 x 4 x 4
926	Cylinder, Decorated	6259pb030	Cylinder Half 2 x 4 x 4 with White, Pink and Dark Purple Clouds, Rocket Ship and 7 Stars Pattern (Sticker) - Set 41128		3.96	2 x 4 x 4
741	Tail, Decorated	44661pb027	Tail Shuttle, Small with Classic Space Logo with Pink Arrow Pattern (Sticker) - Set 41128		0.82	2.75 x 2 x 2
741	Tail, Decorated	44661pb028	Tail Shuttle, Small with Classic Space Logo with Medium Azure Arrow Pattern (Sticker) - Set 41128		0.82	2.75 x 2 x 2
741	Tail, Decorated	44661pb029	Tail Shuttle, Small with Classic Space Logo with Bright Light Orange Arrow Pattern (Sticker) - Set 41128		0.82	2.75 x 2 x 2
234	Foam	5004401foam	Foam Duplo Mat for Set 5004401		65	? x ? x ?
33	Slope, Decorated	3678bpb095	Slope 65 2 x 2 x 2 with Bottom Tube with Minifigure Dress / Skirt / Robe, Black Hem Folds, Tan Rope Belt Pattern		2	2 x 2 x 2
160	Sticker Sheet	41233stk01	Sticker Sheet for Set 41233 - (30910/6178031)	30910	0.2	? x ? x ?
579	Windscreen, Decorated	30372pb05	Windscreen 7 x 4 x 1 2/3 with Locking Dual 2 Fingers with Sand Blue SW Y-wing Pattern		5.5	7 x 4 x 1.67
147	Animal, Land	28325pb01	Dog, Small Super Hero with Blue Eyes, Red Cape and Superman 'S' Logo Pattern (Krypto)		1.77	? x ? x ?
775	Slope, Curved, Decorated	93273pb061L	Slope, Curved 4 x 1 x 2/3 Double with Gold Hydraulic Cylinder Pattern Model Left Side (Sticker) - Set 70738		0.5	4 x 1 x 0.67
83	Hinge, Decorated	30386pb06	Hinge Brick 1 x 2 Locking with Black and Yellow Thin Danger Stripes, Black Corner Top Right Pattern on Both Sides (Stickers) - Set 60124		1.17	1 x 2 x 1
913	Mini Doll, Hair	28396pb01	Mini Doll, Hair Friends Long with Curls, Falling over Shoulder, with Bright Light Orange Ribbon Pattern		1.09	? x ? x ?
914	Mini Doll, Head	29555	Mini Doll, Head Friends with Orange Eyes and Bright Pink Lips Pattern (Bumblebee)		0.62	? x ? x ?
917	Mini Doll, Torso	FTGpb115c01	Torso Mini Doll Girl Yellow Front with 2 Hexagon Buttons, Honeycomb Pattern, Pearl Dark Gray Sleeves with Medium Azure Cuffs and Medium Nougat Hands		0.6	? x ? x ?
916	Mini Doll, Legs	92253c00pb09	Mini Doll Hips and Trousers with Back Pockets with Orange Shoes and Yellow Curved Lines and Hexagons Pattern - Thick Hinge		1.17	? x ? x ?
39	Tile, Decorated	3068pb1047	Tile 2 x 2 with Female Friends Minifigure with Raised Arms Photo Pattern (Sticker) - Set 41128	3068bpb1047	0.49	2 x 2 x 0
912	Mini Doll, Body Wear	29227pb01	Mini Doll, Wings Friends, Bee Shape with Orange Bumblee and Wing Lines over Trans-Yellow Background Pattern		0.1	? x ? x ?
33	Slope, Decorated	3684cpb020	Slope 75 2 x 2 x 3 - Solid Studs with White and Pink Clouds and Stars Pattern (Sticker) - Set 41128		2.8	2 x 2 x 3
160	Sticker Sheet	76054stk01a	Sticker Sheet for Set 76054 - International Version - (27018/6154287)	27018	0.76	? x ? x ?
461	Panel, Decorated	60581pb077	Panel 1 x 4 x 3 with Side Supports - Hollow Studs with Frog on Lilypad Arcade Game Display Pattern (Sticker) - Set 41127		2.32	1 x 4 x 3
461	Panel, Decorated	60581pb078	Panel 1 x 4 x 3 with Side Supports - Hollow Studs with 3 Triangular Depressions Pattern (Sticker) - Set 75139		2.32	1 x 4 x 3
39	Tile, Decorated	3068pb1048	Tile 2 x 2 with Dark Pink Basketball and Gold Flames Pattern (Sticker) - Set 41127	3068bpb1048	0.49	2 x 2 x 0
39	Tile, Decorated	3068pb1049	Tile 2 x 2 with Frog and Mallet Pattern (Sticker) - Set 41127	3068bpb1049	0.49	2 x 2 x 0
926	Cylinder, Decorated	30562pb049	Cylinder Quarter 4 x 4 x 6 with SW Naboo Reactor Shaft Pattern on Inside (Sticker) - Set 75169		5.62	4 x 4 x 6
33	Slope, Decorated	30363pb031	Slope 18 4 x 2 with Water Splashes Pattern (Sticker) - Set 41127		1.71	4 x 2 x 1
160	Sticker Sheet	70911stk01	Sticker Sheet for Set 70911 - (30715/6177272)		0.53	8.5 x 7 x 0
33	Slope, Decorated	4460pb018	Slope 75 2 x 1 x 3 with Hard Disk Drive and Circuitry Pattern (Sticker) - Set 75139		1.7	2 x 1 x 3
778	Tile, Modified, Decorated	6179pb115	Tile, Modified 4 x 4 with Studs on Edge with 'Motorized Train Set 1966' Pattern		1.94	4 x 4 x 0
778	Tile, Modified, Decorated	6179pb116	Tile, Modified 4 x 4 with Studs on Edge with 'Western Train 1976' Pattern		1.94	4 x 4 x 0
778	Tile, Modified, Decorated	6179pb117	Tile, Modified 4 x 4 with Studs on Edge with 'Monorail Transport System 1987' Pattern		1.94	4 x 4 x 0
778	Tile, Modified, Decorated	6179pb118	Tile, Modified 4 x 4 with Studs on Edge with 'Metroliner 1991' Pattern		1.94	4 x 4 x 0
778	Tile, Modified, Decorated	6179pb119	Tile, Modified 4 x 4 with Studs on Edge with 'Emerald Night 2009' Pattern		1.94	4 x 4 x 0
778	Tile, Modified, Decorated	6179pb120	Tile, Modified 4 x 4 with Studs on Edge with 'Winter Holiday Train 2016' Pattern		1.94	4 x 4 x 0
145	Animal, Water	30942c01pb01	Shark with Bones and Gills with White Eyes, Dark Tan Sinews and Teeth Ghost / Zombie Pattern		19.65	? x ? x ?
16	Minifigure, Headgear	64803pb03	Minifigure, Headgear Helmet SW Rebel Commando with Flat Silver Band and Yellow Insignia Pattern		0.74	? x ? x ?
