Category ID	Category Name	Number	Name	Alternate Item Number	Weight (in Grams)	Dimensions


160	Sticker Sheet	sticker	Sticker (Unsorted, Generic Entry)		?	? x ? x ?
85	Homemaker	1	Homemaker Bookcase 2 x 4 x 4		5.8	2 x 4 x 4
1	Antenna	104	Antenna 6H - No Stud Holder	71185	0.5	? x ? x ?
76	Flag	30322	Flag on Antenna Whip		0.66	? x ? x ?
2	Baseplate	10p01	Baseplate 24 x 32 with Set 363/555 Dots Pattern		58.46	24 x 32 x 0
2	Baseplate	10p02	Baseplate 24 x 32 with Set 354/560 Dots Pattern		60.8	24 x 32 x 0
2	Baseplate	10p03	Baseplate 24 x 32 with Set 358 Dots Pattern		61	24 x 32 x 0
2	Baseplate	10p04	Baseplate 24 x 32 with Set 345 Dots Pattern		59	24 x 32 x 0
2	Baseplate	10p05	Baseplate 24 x 32 with Set 351/545 Dots Pattern		59	24 x 32 x 0
43	Wheel	122c01	Plate, Modified 2 x 2 with Red Wheels		1.86	? x ? x ?
43	Wheel	122c02	Plate, Modified 2 x 2 with White Wheels		1.86	? x ? x ?
111	Wheel, Tire & Tread	132old	Tire Smooth - Small Solid	 	2	? x ? x ?
98	Road Sign	14	Road Sign Round		0.95	? x ? x ?
1116	Minifigure, Legs, Modified	15	Legs without Split		1	? x ? x ?
150	Minifigure, Torso	17	Torso Legoland		0.87	? x ? x ?
18	Minifigure, Utensil	194	Minifigure, Utensil Hose Nozzle Simple	4210	0.12	? x ? x ?
85	Homemaker	2	Homemaker Cupboard 4 x 4 x 4		10.14	4 x 4 x 4
36	Technic	200	Technic Rack Winder Axle		?	? x ? x ?
36	Technic	202	Technic Rack Winder		5.47	2 x 4 x 2
115	Windscreen	21	Windscreen 2 x 4 x 1 2/3		2.14	2 x 4 x 1.67
76	Flag	2335	Flag 2 x 2 Square	11055,60779	0.62	? x ? x ?
738	Flag, Decorated	2335p01	Flag 2 x 2 Square with Diver Blue Pattern on Both Sides		0.5	? x ? x ?
738	Flag, Decorated	2335p02	Flag 2 x 2 Square with Diver Stripe Pattern		0.5	? x ? x ?
738	Flag, Decorated	2335p03	Flag 2 x 2 Square with Checkered Pattern on Both Sides, Black Corners (Printed)		0.5	? x ? x ?
738	Flag, Decorated	2335p04	Flag 2 x 2 Square with Imperial Soldier Black Symbol over White Cross on Blue Background Pattern on Both Sides		0.5	2 x 2 x 0
738	Flag, Decorated	2335p43	Flag 2 x 2 Square with Black Falcon Shield Bottom Round Pattern		0.5	2 x 2 x 0
738	Flag, Decorated	2335p44	Flag 2 x 2 Square with Wolfpack Pattern		0.5	2 x 2 x 0
479	Cockpit	2336	Cockpit Space Nose		3.66	6 x 2 x 2
479	Cockpit	2336p68	Cockpit Space Nose with M:Tron Logo Pattern		3.66	6 x 2 x 2
479	Cockpit	2336p90	Cockpit Space Nose with Classic Space Logo Pattern		3.66	6 x 2 x 2
115	Windscreen	2337	Windscreen 4 x 4 x 2 Canopy Extender with Hinges		4.22	4 x 4 x 2
6	Arch	2339u	Arch 1 x 5 x 4 (Undetermined Type)	76768u	2.1	1 x 5 x 4
106	Tail	2340	Tail 4 x 1 x 3		1.64	4 x 1 x 3
32	Slope, Inverted	2341	Slope, Inverted 45 3 x 1 Double	18759	0.96	3 x 1 x 1
18	Minifigure, Utensil	2342	Minifigure, Utensil Control Panel		1	? x ? x ?
18	Minifigure, Utensil	2343	Minifigure, Utensil Goblet	6269,28657,30002	0.26	1 x 1 x 0
91	Panel	2345	Panel 3 x 3 x 6 Corner Wall		4.95	3 x 3 x 6
461	Panel, Decorated	2345p01	Panel 3 x 3 x 6 Corner Wall with Black Lines Pattern		4.95	3 x 3 x 6
461	Panel, Decorated	2345p44	Panel 3 x 3 x 6 Corner Wall with Blacktron I Logo Pattern		4.95	3 x 3 x 6
111	Wheel, Tire & Tread	2346	Tire 30 x 10.5 Offset Tread		3.88	? x ? x ?
81	Window, Glass & Shutter	2348a	Glass for Hinge Car Roof 4 x 4 Sunroof without Ridges		0.4	? x ? x ?
81	Window, Glass & Shutter	2348b	Glass for Hinge Car Roof 4 x 4 Sunroof with Ridges		0.41	? x ? x ?
22	Hinge	2349	Hinge Vehicle Roof 4 x 4 Sunroof		1.42	4 x 4 x 0
74	Crane	2350a	Crane Arm Outside, Narrow		5.82	? x ? x ?
74	Crane	2351	Crane Arm Center (Technic Liftarm 1 x 16)		4.12	? x ? x ?
115	Windscreen	2352	Windscreen 2 x 4 x 3 Frame (Undetermined Type)		3	2 x 4 x 3
5	Brick	2356	Brick 4 x 6	44042	6.3	4 x 6 x 1
5	Brick	2357	Brick 2 x 2 Corner		1.25	2 x 2 x 1
130	Baseplate, Road	2358p02	Baseplate, Road 32 x 32 7-Stud Straight with Light Gray Runway with White Lines and Crosswalk Pattern		98.9	32 x 32 x 0
130	Baseplate, Road	2359p01	Baseplate, Road 32 x 32 7-Stud Curve with Road Pattern		98.5	32 x 32 x 0
130	Baseplate, Road	2360p01	Baseplate, Road 32 x 32 7-Stud T Intersection with Crosswalks Pattern		94	32 x 32 x 0
130	Baseplate, Road	2361p01	Baseplate, Road 32 x 32 7-Stud Crossroads with Road and Crosswalks Pattern		103	32 x 32 x 0
91	Panel	2362	Panel 1 x 2 x 3 (Undetermined Type)	30009	1.3	1 x 2 x 3
22	Hinge	2375	Hinge Bar 12L with 3 Fingers and Open End Stud		1.07	? x ? x ?
117	Tile, Round	2376	Tile, Round 2 x 2 with Lifting Ring Thin		0.49	2 x 2 x 0
113	Window	2377	Window 1 x 2 x 2 Plane		0.62	1 x 2 x 2
86	Animal, Accessory	2397	Horse Hitching / Harness Traces	49134	2.17	8 x 3 x 0
42	Wedge	2399	Wedge 3 1/2 x 4 without Stud Notches		3.04	3.5 x 4 x 1
12	Door	2400	Door 1 x 5 x 10 Curved Top		4.55	? x ? x ?
583	Wedge, Plate	2401	Wedge, Plate 10 x 10 with 4 x 4 Cutout and Cut Corner		8.7	10 x 10 x 0
91	Panel	2408	Panel 10 x 6 x 11	30097	16	10 x 6 x 11
461	Panel, Decorated	2408p01	Panel 10 x 6 x 11 with Blacktron II Logo Pattern		16	10 x 6 x 11
91	Panel	2409	Panel 10 x 10 x 12 Quarter Dome		35.42	10 x 10 x 12
38	Tile, Modified	2412u	Tile, Modified 1 x 2 Grille (Undetermined Type)		0.24	1 x 2 x 0
583	Wedge, Plate	2413	Wedge, Plate 4 x 9 without Stud Notches		4.86	4 x 9 x 0
93	Aircraft	2415	Plate, Modified 2 x 2 Thin with Plane Single Wheel Holder	66199	0.67	2 x 2.3 x 1.5
25	Plant	2417	Plant Leaves 6 x 5		1.071	6 x 5 x 0.33
115	Windscreen	2418a	Windscreen 6 x 6 x 2 Octagonal Canopy without Axle Hole		5.34	6 x 6 x 2
115	Windscreen	2418b	Windscreen 6 x 6 x 2 Octagonal Canopy with Axle Hole		5.6	6 x 6 x 2
583	Wedge, Plate	2419	Wedge, Plate 3 x 6 Cut Corners	43127	1.95	3 x 6 x 0
26	Plate	2420	Plate 2 x 2 Corner	63325	0.54	2 x 2 x 0
30	Propeller	2421	Propeller 3 Blade Small	28969	0.41	? x ? x ?
4	Bracket	2422	Bracket 2 x 2 - 1 x 4		1.24	2.4 x 2 x 3.67
25	Plant	2423	Plant Leaves 4 x 3		0.44	4 x 3 x 0.33
36	Technic	2428	Technic Rack 1 x 20 x 2/3		5.94	1 x 20 x 0.67
22	Hinge	2429	Hinge Plate 1 x 4 Swivel Base	19952,80134	0.35	? x ? x ?
22	Hinge	2430	Hinge Plate 1 x 4 Swivel Top	19953,80133	0.42	? x ? x ?
37	Tile	2431	Tile 1 x 4	35371,75703,91143,100687,112418	0.54	1 x 4 x 0
39	Tile, Decorated	2431p02	Tile 1 x 4 with Red and White Danger Stripes (Red Corners) Pattern		0.53	1 x 4 x 0
39	Tile, Decorated	2431p12	Tile 1 x 4 with Radar Pattern		0.53	1 x 4 x 0
39	Tile, Decorated	2431p51	Tile 1 x 4 with White Horizontal Stripes Pattern		0.53	1 x 4 x 0
39	Tile, Decorated	2431p79	Tile 1 x 4 with 5 Red Stripes Pattern		0.53	1 x 4 x 0
38	Tile, Modified	2432	Tile, Modified 1 x 2 with Bar Handle		0.58	1 x 2 x 1.33
22	Hinge	2433	Hinge Bar with 3 Fingers and End Stud (Control Lever)		0.28	? x ? x ?
7	Brick, Modified	2434	Brick, Modified 2 x 4 x 2 with Studs on Sides		4.96	2 x 4 x 2
4	Bracket	2436	Bracket 1 x 2 - 1 x 4		0.93	1.2 x 4 x 0.83
115	Windscreen	2437	Windscreen 3 x 4 x 1 1/3 with 2 Studs on Top	35243	2.26	3 x 4 x 1.33
72	Vehicle	2440	Vehicle, Spoiler / Plow Blade 6 x 3 with Hinge		2.15	6 x 3 x 0
72	Vehicle	2440p69	Vehicle, Spoiler / Plow Blade 6 x 3 with Hinge with Yellow Radar Pattern		2.2	6 x 3 x 0
131	Vehicle, Base	2441	Vehicle, Base 4 x 7 x 2/3	68556	4.21	4 x 7 x 0.67
22	Hinge	2443	Hinge Window Frame 1 x 4 x 3 with Octagonal Panel		3	? x ? x ?
27	Plate, Modified	2444	Plate, Modified 2 x 2 with Pin Hole		0.81	? x ? x ?
26	Plate	2445	Plate 2 x 12		3.5	2 x 12 x 0
16	Minifigure, Headgear	2446	Minifigure, Headgear Helmet Motorcycle (Standard)	30006,30124,88415	0.52	? x ? x ?
636	Minifigure, Headgear Accessory	2447	Minifigure, Visor Standard	25361,35334,59456,70651,88407	0.16	? x ? x ?
91	Panel	2448	Panel 3 x 2 x 5 2/3		2.5	3 x 2 x 5.67
32	Slope, Inverted	2449	Slope, Inverted 75 2 x 1 x 3		1.88	2 x 1 x 3
583	Wedge, Plate	2450	Wedge, Plate 3 x 3 Cut Corner		1.08	3 x 3 x 0
22	Hinge	2452	Hinge Plate 1 x 2 with 3 Fingers on Side		0.61	? x ? x ?
5	Brick	2453	Brick 1 x 1 x 5 (Undetermined Type)		2.13	1 x 1 x 5
5	Brick	2454	Brick 1 x 2 x 5	35274,46212	3.49	1 x 2 x 5
5	Brick	2456	Brick 2 x 6	44237	3.74	2 x 6 x 1
7	Brick, Modified	2458	Brick, Modified 1 x 2 with Pin		1.09	? x ? x ?
38	Tile, Modified	2460	Tile, Modified 2 x 2 with Pin	49153	0.98	2 x 2 x 0
7	Brick, Modified	2462	Brick, Modified Facet 3 x 3		1.46	3 x 3 x 1
7	Brick, Modified	2463	Brick, Modified Facet 3 x 3 x 2 Top		2.12	3 x 3 x 2
7	Brick, Modified	2464	Brick, Modified Facet 3 x 3 x 2 Bottom		2.25	3 x 3 x 2
5	Brick	2465	Brick 1 x 16		6.2	1 x 16 x 1
91	Panel	2466	Panel 3 x 2 x 6	30226	2.84	3 x 2 x 6
461	Panel, Decorated	2466p07	Panel 3 x 2 x 6 with Black Grille Pattern		2.75	3 x 2 x 6
461	Panel, Decorated	2466p68	Panel 3 x 2 x 6 with M:Tron Logo Pattern		2.6	3 x 2 x 6
91	Panel	2467	Panel 4 x 4 x 6 Corner Concave		5.07	4 x 4 x 6
91	Panel	2468	Panel 3 x 3 x 6 Corner Convex		3.52	3 x 3 x 6
43	Wheel	2470	Wheel Wagon Small (27mm D.)		1.08	? x ? x ?
72	Vehicle	2498	Vehicle, Brush	2473,99417	0.8	? x ? x ?
27	Plate, Modified	2476	Plate, Modified 2 x 2 with Pin on Bottom	48241	0.82	2 x 2 x 1.5
30	Propeller	2479	Propeller 4 Blade 5 Diameter with Rounded Ends and Open Hub		1.6	5 x 5 x 1
115	Windscreen	2483	Windscreen 4 x 4 x 4 1/3 Helicopter		4.73	4 x 4 x 4.33
46	Bar	2486	Bar 1 x 8 x 2		1.4	1 x 8 x 2
10	Container	2489	Container, Barrel 2 x 2 x 2	7792,26170	1.7	2 x 2 x 2
113	Window	2493	Window 1 x 4 x 5 (Undetermined Type)		2.3	1 x 4 x 5
81	Window, Glass & Shutter	2494	Glass for Window 1 x 4 x 5		2.19	? x ? x ?
132	Window, Glass & Shutter, Decorated	2494p01	Glass for Window 1 x 4 x 5 with 5 White Stripes Pattern (Sticker) - Sets 1490 / 6380 / 6386 / 6393 / 6398		2.03	? x ? x ?
43	Wheel	2496	Wheel Skateboard / Trolley	88423	0.3	? x ? x ?
123	Electric, Light & Sound	2500c01	Electric, Light Brick 1 x 8 with 3 Front Light Prisms		4.39	? x ? x ?
115	Windscreen	2507	Windscreen 10 x 4 x 2 1/3 Canopy	30058	6.94	10 x 4 x 2.33
27	Plate, Modified	2508	Plate, Modified 1 x 2 with Long Tow Ball		0.91	? x ? x ?
40	Turntable	251	Turntable 2 x 2 Plate with Hinge with 3 Fingers, Base	4508	0.46	? x ? x ?
72	Vehicle	2512	Vehicle, Tipper Bed Small		3.8	5 x 5 x 1.33
77	Vehicle, Mudguard	2513	Vehicle, Mudguard 3 x 4 Slope		2.14	3 x 4 x 1
18	Minifigure, Utensil	2516	Minifigure, Utensil Tool Chainsaw Body with Handles and Studs		0.72	? x ? x ?
95	Plant, Tree	2518	Plant, Tree Palm Leaf Large 10 x 5		1.86	? x ? x ?
142	Minifigure, Body Wear	2524	Minifigure Backpack Non-Opening		0.73	? x ? x ?
81	Window, Glass & Shutter	2529	Pane for Window 1 x 2 x 3 Lattice		0.4	1 x 2 x 3
95	Plant, Tree	2536	Plant, Tree Palm Trunk (Undetermined Type)		0.87	? x ? x ?
27	Plate, Modified	2539	Plate, Modified 6 x 6 Octagonal with Open Center and 4 Clips (Horizontal Grip)		3.5	6 x 6 x 0
27	Plate, Modified	2540	Plate, Modified 1 x 2 with Bar Handle on Side - Free Ends		0.63	? x ? x ?
90	Ladder	2549	Rope Bridge		8.82	16 x 4 x 3
12	Door	2554	Door 1 x 3 x 6 Curved Top		1.65	1 x 3 x 6
38	Tile, Modified	2555	Tile, Modified 1 x 1 with Clip	12825	0.22	1 x 1 x 0
3	Boat	2560	Boat, Hull Large Middle 8 x 16 x 2 1/3 with 8 or 9 Holes		37	8 x 16 x 2.33
95	Plant, Tree	2563	Plant, Tree Palm Base		1.35	2 x 2 x 1.75
46	Bar	2566	Bar 1.2L with Top Stud and 4 Bar Arms Up (Palm Tree Top)		0.73	? x ? x ?
1	Antenna	2569	Antenna Whip 8H	25699, 47094	0.41	? x ? x ?
19	Minifigure, Weapon	2570	Minifigure, Weapon Crossbow		0.46	? x ? x ?
91	Panel	2571	Panel 3 x 4 x 6 Curved Top	35251, 35253	5.92	3 x 4 x 6
91	Panel	2572	Panel 6 x 6 x 9 Curved Top		13.8	6 x 6 x 9
43	Wheel	2573	Wheel Hard Plastic Giant (71mm D. x 47mm)		38.85	? x ? x ?
504	Motor, Non-Electric	2574	Pullback Motor 9 x 4		14.5	? x ? x ?
8	Brick, Round	2577	Brick, Round Corner 4 x 4 Full Brick		3.57	4 x 4 x 1
91	Panel	2582	Panel 2 x 4 x 3 1/3 with Hinge	6139	2.82	2 x 4 x 3.33
461	Panel, Decorated	2582p68	Panel 2 x 4 x 3 1/3 with Hinge with M:Tron Pattern		2.82	2 x 4 x 3.33
46	Bar	2583	Bar 1 x 8 x 3 Grille (Fence)		2.04	1 x 8 x 3
88	String Reel / Winch	2584	String Reel 2 x 2 Holder	3428,28457	0.9	2 x 2 x 2.67
88	String Reel / Winch	2585	String Reel 2 x 2 Drum		0.38	? x ? x ?
43	Wheel	2593	Wheel Hard Plastic Medium (35mm D. x 31mm)		9.8	? x ? x ?
115	Windscreen	2598	Windscreen 10 x 10 x 4 Octagonal Canopy		17	10 x 10 x 4
142	Minifigure, Body Wear	2599a	Minifigure Footgear Flipper	10190,29161,59275a,88408a	0.22	? x ? x ?
14	Magnet	2607	Magnet Holder 2 x 3 with Clips and Pin Hole		0.89	? x ? x ?
14	Magnet	2609	Magnet Holder Tile 2 x 2 (Undetermined Type)		0.5	? x ? x ?
18	Minifigure, Utensil	2614	Minifigure, Utensil Fishing Rod / Pole, 12L	96858	0.48	? x ? x ?
243	Baseplate, Raised	2617	Baseplate, Raised Platform 16 x 16 x 2 1/3		55.44	16 x 16 x 2.33
115	Windscreen	2620	Windscreen 4 x 4 x 3 Canopy		4.7	4 x 4 x 3
583	Wedge, Plate	2621	Wedge, Plate 9 x 10 (Boat Bow Plate)		9	9 x 10 x 0
583	Wedge, Plate	2625	Wedge, Plate 7 x 6 without Stud Notches (Boat Bow Plate)		4.49	7 x 6 x 0
3	Boat	2626	Boat, Bow Brick 6 x 6 x 1		7.16	6 x 6 x 1
3	Boat	2627	Boat, Bow Top 6 x 6 x 1		3	6 x 6 x 1
113	Window	2634c02	Window 2 x 8 x 2 Boat with Fixed Trans-Light Blue Glass		5.52	2 x 8 x 2
105	Support	2635	Support Crane Stand Double		21.5	16 x 4 x 16
74	Crane	2636	Crane Harbor Derrick 16		3.16	? x ? x ?
138	Technic, Link	2637	Technic, Link 1 x 16		1.77	1 x 16 x 0
74	Crane	2638	Crane Harbor Derrick 10 (Top Part)		3.3	? x ? x ?
26	Plate	2639	Plate 4 x 4 Corner		1.75	4 x 4 x 0
105	Support	2641u	Support Crane Stand Single (Undetermined Type)		9.29	? x ? x ?
243	Baseplate, Raised	2642	Baseplate, Raised Platform 16 x 16 x 2 1/3 Ramp		51.71	16 x 16 x 2.33
7	Brick, Modified	2653	Brick, Modified 1 x 4 with Channel		1.42	1 x 4 x 1
28	Plate, Round	2654	Plate, Round 2 x 2 with Rounded Bottom (Boat Stud)	28558,54196,93791	0.45	2 x 2 x 0
28	Plate, Round	2655	Plate, Round 2 x 2 Thin with Wheel Holder	26716	0.43	2 x 2 x 0
105	Support	2680	Support 4 x 4 x 5 Stanchion		4	4 x 4 x 5
105	Support	2681	Support 6 x 6 x 10 Stanchion		9	6 x 6 x 10
115	Windscreen	2694	Windscreen 3 x 10 x 3		8	3 x 10 x 3
43	Wheel	2695	Wheel 30mm D. x 13mm (13 x 24 Model Team)	22975	2.4	? x ? x ?
111	Wheel, Tire & Tread	2696	Tire 13 x 24 Model Team		11	? x ? x ?
113	Window	27	Window 1 x 2 x 1		0.49	1 x 2 x 1
140	Technic, Plate	2711	Technic, Plate 1 x 5 with Toothed Ends, 2 Studs and Center Axle Hole		0.62	1 x 5 x 0
242	Technic, Figure Accessory	2713	Technic, Figure Accessory Ski		1.19	? x ? x ?
46	Bar	2714a	Bar   8L with Stop Rings and Pin (Technic, Figure Accessory Ski Pole) - Rounded End		0.67	? x ? x ?
36	Technic	2717	Technic Seat 3 x 2 Base		2.89	? x ? x ?
140	Technic, Plate	2719	Technic, Plate 1 x 10 with Toothed Ends		1.3	1 x 10 x 0
135	Technic, Brick	2730	Technic, Brick 1 x 10 with Holes		3.67	1 x 10 x 1
134	Technic, Axle	2736	Technic, Axle  1L with Tow Ball	3985	0.27	? x ? x ?
141	Technic, Steering	2738	Technic, Steering Arm 6.5 x 2 with Tow Ball Socket Squared, Un-Chamfered		2.01	? x ? x ?
138	Technic, Link	2739	Technic, Link 1 x 6 (Undetermined Type)		0.68	? x ? x ?
36	Technic	2743	Technic Slope 4 x 1 x 1 2/3		1.51	4 x 1 x 1.67
36	Technic	2744	Technic Slope 6 x 1 x 1 2/3	28670	2.1	6 x 1 x 1.67
735	Electric, Wire & Connector	2775	Electric, Connector, 2-Way Male Squared Wide Short - Root		0.6	? x ? x ?
141	Technic, Steering	2790wrong	Technic, Steering Gear Holder		1.1	? x ? x ?
141	Technic, Steering	2791wrong	Technic, Steering Rack		1.5	1 x 8 x 1
141	Technic, Steering	2792	Technic, Steering Rack Top		4.27	? x ? x ?
27	Plate, Modified	2817	Plate, Modified 2 x 2 with Pin Holes		0.86	? x ? x ?
141	Technic, Steering	2819	Technic, Steering Wheel Small, 3 Studs Diameter		1	3 x 3 x 1
36	Technic	2823	Technic Forklift Fork		2.31	1 x 8 x 1
137	Technic, Liftarm	2825	Technic, Liftarm, Modified Stud Connector Thin 1 x 4	32006,65640	0.75	1 x 4 x 1
115	Windscreen	2826	Windscreen 5 x 8 x 3		7	5 x 8 x 3
121	Electric, Motor	2838c01	Electric, Motor 9V 5 x 4 x 2 1/3 with Black Axle and Dark Gray Base		48.3	5 x 4 x 2.33
36	Technic	2850	Technic Engine Cylinder with Partial Hollow Studs on Top (Undetermined Type)		2.81	? x ? x ?
36	Technic	2851	Technic Engine Piston Round		0.4	? x ? x ?
36	Technic	2852	Technic Engine Connecting Rod		0.29	? x ? x ?
36	Technic	2853	Technic Engine Crankshaft		0.37	? x ? x ?
36	Technic	2854	Technic Engine Crankshaft Center	10721,65126	0.36	? x ? x ?
36	Technic	2855	Technic Turntable 56 Tooth Extended Arms, Top		8.4	? x ? x ?
36	Technic	2856	Technic Turntable 56 Tooth Extended Arms, Base		7.5	? x ? x ?
128	Train, Track	2865c01	Train, Track 9V Straight	74746	17.08	16 x 8 x 1
124	Train	2871	Train Motor 9V Decorative Side with Closed Hub Points		3.31	? x ? x ?
22	Hinge	2873	Hinge Train Gate 2 x 4		1.02	2 x 4 x 0
12	Door	2874	Door Sliding - Type 2		3.85	? x ? x ?
31	Slope	2875	Slope 45 2 x 6 x 2/3		2.31	2 x 6 x 0.67
42	Wedge	2876	Wedge 6 x 6 Cutout (Train Roof)		4.81	6 x 6 x 1
7	Brick, Modified	2877	Brick, Modified 1 x 2 with Grille / Fluted Profile		0.68	1 x 2 x 1
43	Wheel	2878c01	Train Wheel RC, Holder with Black Train Wheel Pair on Chrome Silver Metal Axle with Slots (2878 / 2879c01)	74784	8.54	? x ? x ?
43	Wheel	2879	Train Wheel		0.82	? x ? x ?
22	Hinge	2923	Hinge Bar 2.5L with 2 and 3 Fingers on Ends (Pantograph Shoe Holder)		0.3	? x ? x ?
22	Hinge	2922a	Hinge Train Pantograph Shoe with 3 Fingers		0.87	? x ? x ?
113	Window	29	Window 1 x 1 x 2		0.49	1 x 1 x 2
36	Technic	2904	Technic Motorcycle Pivot		2.8	? x ? x ?
137	Technic, Liftarm	2905	Technic, Liftarm, Modified Triangle Thin 3 x 5 with Full Supports		1.16	3 x 5 x 0
36	Technic	2907	Technic Ball with Grooves		0.47	? x ? x ?
36	Technic	2908	Technic Helicopter Rotor Holder		1.27	? x ? x ?
124	Train	2917	Train Front Sloping Top		7.35	6 x 6 x 3.33
81	Window, Glass & Shutter	2918	Glass for Train Front Sloping Top		4.35	? x ? x ?
122	Electric, Train	2919	Electric, Train Light Prism 1 x 4		0.87	? x ? x ?
124	Train	2920	Train Coupling		0.38	? x ? x ?
7	Brick, Modified	2921	Brick, Modified 1 x 1 with Bar Handle	28917	0.61	1 x 1.5 x 0
27	Plate, Modified	2926	Plate, Modified 1 x 4 with Wheels Holder	42946	0.9	1 x 5.5 x 0
43	Wheel	2927	Train Wheel Small		0.31	? x ? x ?
122	Electric, Train	2928	Electric, Train Light Prism 1 x 4 Holder		1.65	2 x 4 x 1
36	Technic	2951	Technic Digger Bucket 8 x 10		14	5 x 8 x 4
124	Train	2972	Train Base 6 x 34 Split-Level with Bottom Tubes (Undetermined Type)		44.87	6 x 34 x 2.67
1	Antenna	4592	Antenna Small Base	298	0.09	1 x 1 x 0
119	Electric	2982c01	Electric Sensor, Light with Non-Removable Lead (Undetermined Type)		8.1	? x ? x ?
121	Electric, Motor	2983	Electric, Motor 9V Micromotor Pulley		0.32	? x ? x ?
121	Electric, Motor	2984	Electric, Motor 9V Micromotor 2 x 2 Cover		0.8	? x ? x ?
121	Electric, Motor	2985	Electric, Motor 9V Micromotor 2 x 2 Base		0.7	2 x 2 x 0.67
121	Electric, Motor	2986c01	Electric, Motor 9V Micromotor 2 x 2	70823	8.5	? x ? x ?
141	Technic, Steering	2999	Technic, Steering, Wheel Hub Large		1.18	? x ? x ?
85	Homemaker	3	Homemaker Cupboard 4 x 4 x 4 Drawer		3.44	? x ? x ?
36	Technic	70644	Technic Hook Large Metal	30	10.67	? x ? x ?
7	Brick, Modified	30000	Brick, Modified 2 x 2 with Pins and Axle Hole	65514	1.81	? x ? x ?
5	Brick	3001	Brick 2 x 4	3001f1,3556,15589,54534,72841	2.32	2 x 4 x 1
118	Brick, Decorated	3001oldpb01	Brick 2 x 4 with Plane Windows 4 in Thin Red Stripe Pattern		2.32	2 x 4 x 1
5	Brick	3002	Brick 2 x 3	3002f1	1.92	2 x 3 x 1
72	Vehicle	30022	Vehicle, Tipper End Flat without Pins		2.52	1 x 6 x 3
43	Wheel	30027u	Wheel  8mm D. x 9mm for Slicks (Undetermined Type)		0.24	? x ? x ?
111	Wheel, Tire & Tread	30028	Tire 14mm D. x 9mm Smooth Small Wide Slick		0.83	? x ? x ?
131	Vehicle, Base	30029	Vehicle, Base 4 x 10 x 2/3 with 2 x 4 Recessed Center with Smooth Underside		6	4 x 10 x 0.67
5	Brick	3003	Brick 2 x 2	6223,15591,35275,62404,3003f1	1.35	2 x 2 x 1
18	Minifigure, Utensil	30031	Minifigure, Utensil Handlebars		0.33	? x ? x ?
27	Plate, Modified	30033	Plate, Modified 2 x 2 with Bar Frame Octagonal		1.5	? x ? x ?
91	Panel	30034	Panel 3 x 5 Hexagonal with Bent Sides and Clip		1.37	? x ? x ?
18	Minifigure, Utensil	30035	Minifigure, Utensil Space Scanner Tool		0.81	? x ? x ?
583	Wedge, Plate	30036	Wedge, Plate 8 x 6 x 2/3 with Grille		5.76	8 x 6 x 0.67
114	Wing	30037	Wing Plate Bi-level 12 x 9 x 2 1/3		12	12 x 9 x 2.33
5	Brick	3004	Brick 1 x 2	3004f1,3004f2,93792	0.83	1 x 2 x 1
27	Plate, Modified	30041	Plate, Modified 6 x 8 Trap Door Frame Horizontal		4	6 x 8 x 0
27	Plate, Modified	30042	Plate, Modified 4 x 5 with Trap Door Hinge		3.5	? x ? x ?
27	Plate, Modified	30043	Plate, Modified 1 x 4 with Bar Arm Down	29169	0.86	? x ? x ?
113	Window	30044	Window 1 x 2 x 2 2/3 with Rounded Top		0.95	1 x 2 x 2.67
81	Window, Glass & Shutter	30046	Pane for Window 1 x 2 x 2 2/3 Lattice Diamond with Rounded Top	29170,37411	0.26	1 x 2 x 2.67
118	Brick, Decorated	3004p01	Brick 1 x 2 with Yellow Left Arrow with Black Border Pattern		0.83	1 x 2 x 1
118	Brick, Decorated	3004p03	Brick 1 x 2 with Yellow Down Arrow and Black Border Pattern		0.83	1 x 2 x 1
118	Brick, Decorated	3004p05	Brick 1 x 2 with Yellow Grille with 7 Vertical Lines Pattern		0.83	1 x 2 x 1
118	Brick, Decorated	3004p06	Brick 1 x 2 with Black Grille with 7 Vertical Lines Pattern		0.83	1 x 2 x 1
118	Brick, Decorated	3004p12	Brick 1 x 2 with White Grille with 7 Vertical Lines Pattern		0.83	1 x 2 x 1
118	Brick, Decorated	3004p20	Brick 1 x 2 with White Down Arrow Pattern		0.83	1 x 2 x 1
118	Brick, Decorated	3004p50	Brick 1 x 2 with LEGO Logo Open O Style White with Black Outline Pattern		0.83	1 x 2 x 1
118	Brick, Decorated	3004p51	Brick 1 x 2 with Black Dots Eyes and Red Dot Mouth Face Pattern		0.83	1 x 2 x 1
118	Brick, Decorated	3004p60	Brick 1 x 2 with Large Shell Logo Pattern (Undetermined Type)		0.83	1 x 2 x 1
118	Brick, Decorated	3004p90	Brick 1 x 2 with Classic Space Logo Pattern		0.83	1 x 2 x 1
118	Brick, Decorated	3004prc	Brick 1 x 2 with Red Cross Pattern (Undetermined Type)		0.83	1 x 2 x 1
5	Brick	3005	Brick 1 x 1	30071,35382,3005f1,3005f2,3005f3	0.44	1 x 1 x 1
118	Brick, Decorated	3005pt1b	Brick 1 x 1 with Blue Number 1 Pattern (Bold Font)		0.46	1 x 1 x 1
13	Fence	30055	Fence 1 x 4 x 2 Spindled with 2 Studs		1.69	1 x 4 x 2
