Category ID	Category Name	Number	Name	Year Released	Weight (in Grams)
515	2004 / Creator	m04cre	2004 Mini Creator (4234559/4234560)	2004	4.5
374	1999 / Belville	c99bel	1999 Medium Belville (4129025)	1999	30
341	1966	c66ch	1966 Swiss (3150-schw)	1966	5
372	1997	4110697	1997 Insert - LEGO Direct - US/Canadian (4110697)	1997	8.8
373	1998	c98lwce	1998 Medium Foldout (Lego Media)	1998	17
358	1983 / Technic / Expert Builder	c83ust	1983 Medium Technic Expert Builder Foldout - Catalog & Poster (101917/102017-US)	1983	25
367	1992 / Technic	m92ostec	1992 Mini Technic Overseas (101985-OS)	1992	5
354	1979 / Technic	c79eutec	1979 Medium Technic European (103378/103478-EU1 (UK/AUS))	1979	15
352	1977	c77uk2	1977 Large UK For LEGO Champion Builders 57 (98761-UK)	1977	35
348	1973	c73nl2	1973 Medium Legoland Dutch (97525-Ho)	1973	?
360	1985 / DUPLO	c85dedup	1985 Medium Duplo German - Die Spiel-Idee, die mitwächst (94500-D)	1985	20
358	1983 / Space / Classic Space	m83ussp	1983 Mini Space US (102417-US)	1983	3.3
343	1968	c68nl2	1968 Medium Dutch (3286-Ho)	1968	5
344	1969	c69nl2	1969 Medium Dutch Lego - Noviteiten (3354-Ho)	1969	5
347	1972	c72nl1	1972 Medium Dutch - Legoland auto's (97305-Ho)	1972	5
340	1965	c65uk4	1965 UK Space Models	1965	6
340	1965	c65uk5	1965 Medium UK #5	1965	7
565	2006	c06ja2	2006 Large Japanese August - December (4503668-JA)	2006	54
581	2007	c07dk1	2007 Large Danish January - July (451.2176-DK)	2007	98
581	2007	c07jacl1	2007 Clothing Spring Japanese (03-3863-0505)	2007	18
515	2004 / 4 Juniors	c04de4ju	2004 Medium 4 Juniors German	2004	18
581	2007	c07be4	2007 Large Belgian August - December (451.5836-NL/B)	2007	122
581	2007	c07no1	2007 Large Norwegian January - July (451.2171-NO)	2007	102
581	2007	c07sah2	2007 Shop at Home - Spring (WOR U-4360)	2007	99.5
356	1981	c81at	1981 Medium Austrian (93050-A)	1981	18
581	2007	c07at	2007 Large Austrian January - July (451.4351-A)	2007	?
361	1986 / DUPLO	c86dedup	1986 Medium Duplo German (2000222-D)	1986	19
361	1986	c86de4	1986 Medium German (920427-D)	1986	18
361	1986	c86de3	1986/1987 Large German Das LEGO Schulprogram Technik/Informatik (2900035-D)	1986	42
551	1964	c64be	1964 Belgian (3031-be)	1964	4
555	1961	c61de	1961 German	1961	2
341	1966 / Train	c66detr	1966 Medium Train German (3136 ty)	1966	3.4
341	1966	c66dk	1966 Danish (3151-da)	1966	12
347	1972	c72de3	1972 Medium German - Wer LEGO hat - hat mehr vom Spiel (97354-Ty)	1972	9
347	1972	c72de4	1972 Medium German - Legoland Autos (97305-Ty)	1972	4
348	1973	c73de3	1973 Medium German Spezialfahrzeuge (97640-Ty)	1973	6
348	1973	c73dk	1973 Medium Danish - Store biler (97640-Da.)	1973	6
349	1974	c74it	1974 Medium Italian (97875-It.)	1974	6
349	1974 / Homemaker	c74athom	1974 Medium Austrian - Kleines Mädchen - große Phantasie (97880-Øs.)	1974	6
350	1975	c75at	1975 Large Austrian (98200-Øs.)	1975	25
351	1976	c76de2	1976 Medium German Foldout (98405-Ty.)	1976	12
351	1976	c76os	1976 Large Overseas (98.400-OS (Eng.-Fr.-Sp.))	1976	18
351	1976	c76at2	1976 Large Austrian (98416 Øs.)	1976	24
352	1977	c77os	1977 Large Overseas (98797-OS (Eng.-Fr.-Sp.))	1977	24
565	2006	c06ja	2006 Large Japanese January - July (4495786 JA)	2006	43
565	2006	c06jacl	2006 Clothing Autumn/Winter Japanese	2006	20
581	2007	c07ja	2007 Large Japanese January - July (4512188-JA)	2007	54
373	1998	c98atlwc	1998 Insert - World Club Magazine Austrian (927.073-A)	1998	24
372	1997 / Scala	c97dedcsca	1997 Dealer Large German Scala (925.484-D)	1997	23
372	1997	c97dedcam	1997 Dealer Large German Advertising Material	1997	54
363	1988 / Technic	c88nltec1	1988 Medium Technic Dutch Foldout (921154-NL)	1988	23
357	1982 / Technic	c82eut2	1982 Medium Technic European (115377/115477 - (UK/F))	1982	16
357	1982 / Train	c82detr	1982 Medium Train German (93280-D)	1982	28
357	1982 / Train	c82chtr	1982 Medium Train Swiss (93280-CH)	1982	28
358	1983 / DUPLO	c83dedup	1983 Small Duplo German (93710-D)	1983	20
358	1983	c83os2	1983 Medium Overseas (101193/101293 OS (PL/H/D))	1983	32
375	2000	c00es1	2000 Large Spanish January - July (432.2643-E)	2000	104
375	2000	c00cz1	2000 Large Czech January - July (432.2667-CR)	2000	101
373	1998	c98si	1998 Large Slovene (926.100-SLO)	1998	100
377	2001 / MINDSTORMS	c01mind	2001 Medium Mindstorms (4330691-UK/US)	2001	7
355	1980	c80fr	1980 Medium French Foldout (99.137-F)	1980	?
366	1991 / Train	c91dktr	1991 Large Danish Train 'Lillebror' Promotion	1991	53
368	1993	c93eu2	1993 Medium Duplo / Basic European (108783/108883-EU)	1993	14
368	1993 / DUPLO	c93eudup	1993 Medium Duplo European (108383/108483-EU)	1993	18
368	1993	c93de2	1993 Large German (922710-D)	1993	86
369	1994	c94usgirls	1994 Medium Belville / Paradisa US (996117/996217-US)	1994	9.9
369	1994	c94eugirls	1994 Medium Belville / Paradisa European (990983/991083-EU)	1994	9.7
370	1995 / Pirates / Pirates I	m95pir	1995 Mini Pirates (4.100.046-EU/OS)	1995	5
491	2003 / Holiday & Event / Christmas	c03de3	2003 Medium German Christmas (4227135)	2003	24
357	1982	c82at	1982 Medium Austrian (93.300-A)	1982	46
361	1986	c86at	1986 Large Austrian (2000200-A)	1986	66
362	1987	c87at	1987 Large Austrian (920311-A)	1987	66
362	1987 / DUPLO	c87dedup2	1987 Kindergarten German	1987	14
364	1989 / DUPLO	c89eudup	1989 Medium Duplo European (106382/106482 EU-II (D/A/CH/F/I))	1989	18
581	2007	c07ukdc	2007 Dealer Large UK (4513301)	2007	318
581	2007 / Factory / Train	c07fac	2007 Poster LEGO Factory Hobby Train (2 sided) (4505850)	2007	27
374	1999 / DUPLO	m99duplo	1999 Mini Duplo (4124523-IN)	1999	5
555	1961	c61uk	1961 UK	1961	5.4
553	1963	c63uk	1963 Large UK	1963	?
581	2007	c07ukdcn	2007 Dealer Large UK Novelties January - May (450.7025-Trading/UK)	2007	145
581	2007	c07heb	2007 Large Israel (451.2193-IS/Hebrew)	2007	101
375	2000	c00de3	2000 Large German August - December (4325611-DE/TRU)	2000	138
377	2001	c01uk1	2001 Large UK January - June (432.8334-EN)	2001	143
581	2007	c07au2	2007 Large Australian August - December	2007	115
348	1973	c73nldc	1973 Dealer Dutch 'Klaar? Af!' (97550-Ho)	1973	?
581	2007	c07sah3	2007 Shop at Home - Summer (WOR U-4714)	2007	150
581	2007	c07sah3de	2007 Shop at Home - Summer German (WOR U-4639)	2007	156
344	1969	c69frdc	1969 Dealer Commercial French	1969	?
369	1994 / Pirates / Pirates I	c94fdc	1994 Dealer French 'Pirate Launch Folder' (923344-F)	1994	26
352	1977	c77fdc	1977 Dealer French 'New Range Folder' (99.102-F)	1977	?
342	1967	c67fdc	1967 Dealer French 'Launch Folder'	1967	?
374	1999	c99fdc	1999 Dealer French (927.275-F)	1999	255
347	1972 / Homemaker	c72de5	1972 Medium German - LEGO Puppenstuben (97410-Ty)	1972	6.9
369	1994 / Pirates / Pirates I	m94pir2	1994 Mini Pirates Overseas (998885-OS)	1994	5.1
378	2002 / Sports / Soccer	m02jafb	2002 Mini Football / Soccer Japanese (4177783)	2002	4.5
356	1981	c81eupg2	1981 For Parents / Pour les parents / Para los padres (Parents Guide) (109785/109885-OS)	1981	28
360	1985	c85eupg1	1985 Für Mama und Papa / Pour maman et papa/ Per mamma e papà (Parents Guide) (109582/109682 EU II (D/A/CH/F/I))	1985	26
370	1995	c95de3	1995 Large German (Mit Teilnahmeschein für die 12. Deutsche LEGO Meisterschaft - 923.963-D)	1995	102
352	1977	c77nl2	1977 Large Dutch 37 (98760-NL)	1977	?
368	1993 / Town / Classic Town	m93usto	1993 Mini Town US (113817-US)	1993	4.52
377	2001 / DUPLO	c01dup	2001 Small Duplo - 'Magic Zauber Magique Magia' (4157590)	2001	9.3
369	1994 / Town / Classic Town	m94nato	1994 Mini Town North America (996417-NA)	1994	4.5
373	1998	c98usc1	1998 Large US Customer - Building Imaginations from the Ground Up!	1998	?
581	2007	c07de3	2007 Large German / Austrian July - December (451.5816-DE/A)	2007	118
370	1995 / Aquazone	m95naaq2	1995 Mini Aquazone North America (4.100.018-NA)	1995	4.5
370	1995 / Town / Classic Town	m95nato	1995 Mini Town North America (4.100.014-NA)	1995	4.5
370	1995 / Space	m95nasp	1995 Mini Space North America (4.100.015-NA)	1995	4.7
370	1995 / Castle	m95naca	1995 Mini Castle North America (4.100.016-NA)	1995	4.6
369	1994 / Castle	m94naca	1994 Mini Castle North America (996717-NA)	1994	4.5
369	1994 / Space	m94nasp	1994 Mini Space North America (996617-NA)	1994	4.6
544	2005 / Designer Sets	m05ocean	2005 Mini Ocean Odyssey (4284959)	2005	?
372	1997	c97sahholca	1997 Shop at Home - Holiday - Canadian	1997	76
373	1998	c98sah3ca	1998 Shop at Home - Summer - Canadian	1998	?
373	1998	c98sahhol3	1998 Shop at Home - Holiday - Canadian	1998	137
377	2001	c01sah3ca	2001 Shop at Home - Summer - Canadian	2001	115
377	2001	c01sah1ca	2001 Shop at Home - January - Canadian	2001	77
375	2000	c00sah5ca	2000 Shop at Home - Holiday - Canadian	2000	65
375	2000	c00sah1ca	2000 Shop at Home - January - Canadian	2000	65
374	1999	c99sah6ca	1999 Shop at Home - Winter - Canadian	1999	?
374	1999	c99sah5ca	1999 Shop at Home - Holiday - Canadian	1999	136
377	2001	c01sah5ca	2001 Shop at Home - Holiday - Canadian	2001	111
378	2002	c02sah3ca	2002 Shop at Home - Summer - Canadian	2002	116
378	2002	c02sah5ca	2002 Shop at Home - Holiday - Canadian	2002	112
581	2007	c07fr1	2007 Large French January-September (451.2186-FR)	2007	104
363	1988 / Castle	m88usca	1988 Mini Castle (100817-US)	1988	5
369	1994 / DUPLO	c94eudup	1994 Medium Duplo European (990183/990283-EU)	1994	18
378	2002	c02csjan	2002 Lego Club Shop Jan/Feb	2002	21.8
360	1985	c85eupg3	1985 For Mum and Dad / Pour maman et papa / Voor mama's en papa's (Parents Guide) (109578/109678 EU III (UK/F/B))	1985	26
370	1995	c95at2	1995 Large Austrian (923.963-A)	1995	106
565	2006	c06pl1	2006 Large Polish January - July (429.9819-PL)	2006	88
565	2006	c06pl2	2006 Large Polish August - December (449.9805-PL)	2006	90
360	1985	m85eu3	1985 Mini European UK/F/B (108878)	1985	5.2
581	2007	c07hr	2007 Large Croatian / Slovene (451.5852-HR/SL)	2007	92
544	2005	c05dedc	2005 Dealer Large German (427.2723-DE)	2005	386
352	1977 / Technic	c77frt	1977 Large Technic French 18.5cm x 18.5cm with parchment inlays (98815-F)	1977	36
356	1981 / Fabuland	c81nlf	1981 Medium Fabuland Dutch (109506/109606 EU IV (NL))	1981	10
348	1973	c73eu2	1973 Large European (97520-EU-Sv./It./Fr.)	1973	23
581	2007 / Star Wars	c07sw	2007 Toys "R" Us Star Wars 30th Anniversary Wheel (ASC18125-D10) (TRU)	2007	?
365	1990 / DUPLO	c90eudup	1990 Medium Duplo European (111582/111682 EU-II (D/A/CH/F/I))	1990	21
581	2007	c07sah4	2007 Shop at Home - Fall (WOR U-4937)	2007	124
581	2007	c07uk2	2007 Large UK (451.5846-UK/Asia)	2007	91
353	1978 / Technic	c78bet	1978 Medium Technic Belgian (100501/100601-B)	1978	8
357	1982 / Technic	c82nlt	1982 Medium Technic Dutch (115306/115406 (NL))	1982	24
581	2007	c07fr2	2007 Large French August - December (451.5840-FR)	2007	95
362	1987	c87spg	1987 Medium Spanish / Portuguese / Greek (IB (E-P-Gr) 151984/152084)	1987	46
369	1994 / Holiday & Event / Christmas	c94pt	1994 Large Portuguese Christmas Edition (923321-P)	1994	106
371	1996	c96ptBlue	1996 Large Portuguese (924.714-P) - Blue Cover	1996	94
581	2007	c07sah5	2007 Shop at Home - Holiday (WOR U-5027)	2007	105
359	1984 / Technic	c84nlt	1984 Medium Technic Dutch (EU IV (NL) 105306/105406)	1984	22
357	1982 / Technic	c82nlt2	1982 Medium Technic Dutch (93310-NL)	1982	24
356	1981 / Technic	c81nlt	1981 Medium Technic Dutch (110506/110606-EU IV (NL))	1981	17
358	1983	c83nl2	1983 Medium Dutch (93600-NL)	1983	20
369	1994	c94ca	1994 Medium Canadian (997918/998018-CA)	1994	28
601	2008	c08ukdcn	2008 Dealer Large UK Novelties January - May (4526600-AEM/UK)	2008	162
360	1985	m85us2	1985 Mini US (108217-US)	1985	5
348	1973	c73nl4	1973 Dutch Price List (97704-Ho)	1973	?
361	1986	c86nl2	1986 Small Dutch (114506/114606-EU IV (NL))	1986	20
601	2008	c08au1	2008 Large Australian January - July	2008	81
378	2002 / Train	c02sahtruk	2002 Shop at Home - Trains UK	2002	45
348	1973	c73nl3	1973 Medium Dutch - Nieuwe grote LEGO auto's (97640-Ho)	1973	6
357	1982 / Fabuland	c82euf	1982 Small Fabuland European (114578/114678-EU III (UK/F/B))	1982	11.5
359	1984	c84eu4	1984 Medium European (105178/105278-EU III (UK/F/B))	1984	22.8
601	2008	c08sah1	2008 Shop at Home - January (WOR U-5222)	2008	144.6
347	1972	c72nl2	1972 Medium Dutch - Prijslijst (price list)	1972	6.1
348	1973	c73nl5	1973 Medium Dutch (97530-Ho)	1973	?
601	2008	c08nl1	2008 Large Dutch January - May (453.0499-NL)	2008	114
544	2005	c05nl2	2005 Large Dutch September - December (428.9981-NL)	2005	109
361	1986	m86nl1	1986 Mini Dutch (113206-NL)	1986	5
360	1985	m85nl	1985 Mini Dutch (109906-NL)	1985	5
357	1982	c82au	1982 Medium Australian (93.300-AUS)	1982	49
359	1984 / Service Packs	s84au1	1984 Medium Service Packs Australian (107122-AUS)	1984	7.5
364	1989	c89ukdc	1989 Dealer Large UK (921158)	1989	157
364	1989	c89dedc	1989 Dealer Large German (921156-D)	1989	75
366	1991	c91ukdc	1991 Dealer Large UK (921766-UK)	1991	107
367	1992	c92ukdc	1992 Dealer Large UK (922294-UK)	1992	164
371	1996	c96ukdc1	1996 Dealer Large UK - Kids Wear	1996	158
371	1996	c96ukdc2	1996 Dealer Large UK - Price List	1996	81
371	1996	c96ukdc3	1996 Dealer Large UK - Trading Terms	1996	81
372	1997	c97ukdc	1997 Dealer Large UK (925202-UK)	1997	130
372	1997	c97dk	1997 Large Danish (925.375-DK)	1997	108
366	1991 / Castle	m91euca2	1991 Mini Castle European (831583-EU)	1991	5.2
353	1978	m78os	1978 Mini Overseas (100285-OS)	1978	3.3
601	2008	c08de1	2008 Large German / Austrian January - June - 1st Version (453.0480-DE/A)	2008	105
581	2007	c07hu1	2007 Large Hungarian (451.5855-HU)	2007	118
601	2008	c08si1	2008 Large Slovene (453.1914-SL)	2008	?
350	1975	c75nl2	1975 Dutch Prijslijst 75/76 (98329-Ho)	1975	13
346	1971	c71nl2	1971 Medium Dutch - Legoland autonieuws. (3522-Ho)	1971	5
347	1972	c72nl3	1972 Medium Dutch - Grote LEGO auto's (97390-Ho)	1972	7
601	2008	c08fr1	2008 Large French January - August (453.0506-FR)	2008	108
356	1981	c81nl2	1981 Medium Dutch (109906/110006 EU IV (NL))	1981	18
366	1991	c91eu5	1991 Medium European (830580/830680 EU-I (DK/N/S/SF))	1991	30
366	1991 / Technic	c91eutec3	1991 Medium Technic European (830778/830878 EU-III (UK/AUS/F/B/NL))	1991	21
365	1990 / Technic	c90eut2	1990 Medium Technic / Model Team European (113578/113678-EU II (UK/AUS/F/B/NL))	1990	21
352	1977 / Technic	c77it2	1977 Large Technic Italian 18.5cm x 18.5cm with parchment inlays (98815-I)	1977	35
352	1977	c77nl3	1977 Medium Dutch Foldout 67 (98762-NL)	1977	17
351	1976	c76nl3	1976 Medium Dutch Foldout (98.405-Ho)	1976	13
354	1979 / Technic	c79eutec3	1979 Medium Technic European (103381/103481 EU 4 (CH/B/NL))	1979	13
354	1979 / Technic	c79nlt1	1979 Medium Technic Dutch (103306-NL)	1979	13
352	1977 / Technic	c77nlt1	1977 Large Technic Dutch 18.5cm x 18.5cm with parchment inlays (98815-NL)	1977	35
581	2007	c07depk	2007 Press Information Kit German Presseinformation	2007	?
601	2008	c08sah2	2008 Shop at Home - Early Spring (WOR U-5497)	2008	32.5
365	1990 / Technic	c90eut1	1990 Medium Technic / Model Team European (113580/113680-EU I (DK/N/S/SF))	1990	20.5
361	1986	c86be	1986 Large Belgian (2000200-B)	1986	65
358	1983 / Town / Classic Town	m83usto	1983 Mini Town US (102317-US)	1983	3.3
558	1958	c58belux	1958 Belgian, Luxembourg	1958	3
556	1960	c60lux	1960 Luxembourg	1960	3
556	1960	c60be	1960 Belgian	1960	3
554	1962	c62be	1962 Belgian (B-100-be)	1962	3
369	1994	c94at	1994 Large Austrian (923321-A)	1994	105
369	1994	c94dk	1994 Large Danish (923321-DK)	1994	103
544	2005	c05uspg	2005 Medium Parents Guide US (WOR U-2605)	2005	5.06
581	2007	c07sah2a	2007 Shop at Home - Spring 2 (WOR U-4360)	2007	104
344	1969	c69dk	1969 Large Danish (3351-Da)	1969	13
342	1967	c67nl2	1967 Large Dutch (3232-Ho)	1967	13
349	1974	c74nl3	1974 Medium Dutch Foldout (97885-Ho)	1974	?
601	2008	c08sah3	2008 Shop at Home - Late Spring (WOR U-5592)	2008	34
358	1983	c83at	1983 Large Austrian (93500-A)	1983	?
341	1966 / Samsonite	c66us	1966 US Samsonite (H-2170)	1966	4
367	1992	c92nldc	1992 Dealer Large Dutch (922295-NL)	1992	830
367	1992	c92nldc2	1992 Dealer Dutch News Information (922220-NL)	1992	115
365	1990	c90eudc	1990 Dealer European (921396-EU)	1990	140
374	1999	c99blxdc	1999 Dealer Benelux (927.276-BLX-NL)	1999	215
373	1998	c98bedc	1998 Dealer Belgian (926.137-BEN.fl)	1998	355
366	1991	c91nldc	1991 Dealer Dutch (921767-NL)	1991	700
601	2008	c08ukdc	2008 Dealer Large UK (453.3258-AEM/EN)	2008	315
601	2008	c08ukdcn2	2008 Dealer Large UK Novelties April - December (4533270-AEM)	2008	117
601	2008	c08heb	2008 Large Israel (453.0522-IS/Hebrew)	2008	81
544	2005 / Holiday & Event / Christmas	c05sah7nl	2005 Shop at Home - Christmas Dutch - Kerstmis (WOR U-2700)	2005	128
515	2004	c04sah5nl	2004 Shop at Home - Winter Dutch (WOR U-2011)	2004	111
367	1992 / Holiday & Event / Christmas	c92dk2	1992 Large Danish Christmas Edition (922038-DK)	1992	91
375	2000	c00usdc	2000 Dealer Large US	2000	161
377	2001	c01usdc	2001 Dealer Large US	2001	372
491	2003 / Explore / Little Robots / DUPLO	m03lr	2003 Mini Little Robots (4223874)	2003	5.1
565	2006 / Train	c06uktr	2006 Medium Train UK	2006	?
375	2000 / Sports / Soccer	c00ukfb	2000 Large Football / Soccer UK - TRU version (432.4073-TRU/UK)	2000	?
377	2001	c01uk2	2001 Large UK August - January (433.0651-EN)	2001	153
491	2003 / Racers	m03race	2003 Mini Racers (4210601/4210602)	2003	4.6
374	1999 / Technic	c99tech2	1999 Medium Technic (4124517/4124518-IN)	1999	10.1
374	1999 / Scala	c99scala	1999 Medium Scala (4322571)	1999	13.1
581	2007	c07uk	2007 Large UK August - December (453.0211-UK)	2007	62.7
371	1996	4113421	1996 Insert - LEGO Club Magazine #7 (4113421)	1996	?
371	1996	4104206	1996 Insert - Lego Club UK (4104206)	1996	2.1
360	1985	c85LCin	1985 Insert - Lego Club UK (104603-UK)	1985	1.7
371	1996 / Technic	4108210	1996 Insert - Lego Technic Club UK (4108210)	1996	2.1
515	2004 / 4 Juniors / Pirates	m044j	2004 Mini 4 Juniors Pirates (4244023)	2004	4.5
377	2001 / Train	m01tr	2001 Mini Train (4155650/4155649)	2001	4.5
601	2008	c08au2	2008 Large Australian August - December	2008	114
366	1991	c91LCin	1991 Insert - Lego Club UK (111203-UK)	1991	1.7
378	2002 / Explore	c02osexp	2002 Small Explore (4183654)	2002	9.9
601	2008	c08sah4	2008 Shop at Home - Summer (WOR U-5748)	2008	80
357	1982 / Fabuland	c82usf	1982 Medium Fabuland US (114517/114617-US)	1982	?
356	1981 / Fabuland	c81usf	1981 Medium Fabuland US (109517/109617-US)	1981	6.8
357	1982	c82uspg	1982 Medium Parents Guide US (114717/114817-US)	1982	22.2
364	1989	c89sah2	1989 Shop at Home - Holiday	1989	?
374	1999	c99blx1	1999 Large Benelux (927.070-BLX)	1999	105
581	2007	c07nl3	2007 Large Dutch August - December (451.5834-NL)	2007	107
628	1950	c50dk	1950 Automatic Binding Brick Danish	1950	?
372	1997	c97tr	1997 Large Turkish (925.231-OS)	1997	?
351	1976	c76cz	1976 Large Czech (98.400-Tj)	1976	26
357	1982	c82os2	1982 Medium Overseas (115594/115694 (SU/CS/R))	1982	?
360	1985	c85os2	1985 Medium Overseas (110594/110694-OS (SU/CS/R))	1985	?
362	1987	c87os2	1987 Medium Overseas (152594/152694-OS (SU/CS/D))	1987	?
365	1990	c90os3	1990 Medium Overseas (115393-OS (PL/H/SU/CS/D))	1990	39.9
366	1991	c91os3	1991 Medium Overseas (833393-OS (PL/H/SU/CS/YU))	1991	41
601	2008	c08cz1	2008 Large Czech January - August (459.0518-CZ)	2008	92
581	2007	c07cz1	2007 Large Czech January - August (451.2200-CZ)	2007	?
581	2007	c07cz2	2007 Large Czech September - December (451.5854-CZ)	2007	?
565	2006	c06cz1	2006 Large Czech January - August (429.9826-CZ)	2006	?
565	2006	c06cz2	2006 Large Czech September - December	2006	?
544	2005	c05cz	2005 Large Czech (427.7311-CZ)	2005	?
515	2004	c04cz1	2004 Large Czech January - May	2004	?
515	2004	c04cz	2004 Large Czech June - December	2004	?
491	2003	c03cz1	2003 Large Czech January - July	2003	?
491	2003	c03cz2	2003 Large Czech August - December	2003	?
378	2002	c02cz	2002 Large Czech January - July	2002	?
378	2002 / Explore	c02cz2exp	2002 Large Czech Explore June - December	2002	?
377	2001	c01cz	2001 Large Czech January - June	2001	131
374	1999	c99cz	1999 Large Czech (4321369-CR)	1999	?
372	1997	c97cz	1997 Large Czech (925.375-CR. (Tjekkiet))	1997	93
371	1996	c96cz	1996 Large Czech (924.714-CR (Tjekkisk))	1996	96
370	1995	c95cz	1995 Large Czech (923.963-CR)	1995	?
369	1994	c94cz	1994 Large Czech (923321-CR)	1994	114
368	1993	c93cz	1993 Large Czech (922710-Tj)	1993	91
367	1992	c92cz	1992 Large Czech (922038-Tj)	1992	93
361	1986	c86os3	1986 Medium Overseas (116789/116889-OS (TURKEY/UK/Arab.))	1986	?
373	1998	c98nz	1998 Large New Zealand (926.100-NZ)	1998	?
581	2007	c07pl	2007 Large Polish January - July (451.2194-PL)	2007	101
360	1985	c85os3	1985 Medium Overseas (110593/110693-OS (PL/H/D))	1985	?
369	1994	c94ru	1994 Large Russian (923321-RU)	1994	107
370	1995	c95ru	1995 Large Russian (923.963-TR/SNG)	1995	?
371	1996	c96ru	1996 Large Russian (924.714-TR (Rusland))	1996	94
372	1997	c97ru	1997 Large Russian (925.375-TR/SNG) (Rusland)	1997	?
374	1999	c99ru	1999 Large Russian (4321375-SNG)	1999	?
375	2000	c00ru	2000 Large Russian (432.2664-SNG)	2000	?
377	2001	c01ru1	2001 Large Russian January - June (432.8695-RU)	2001	?
377	2001	c01ru2	2001 Large Russian August - January (433.0672-RU)	2001	?
378	2002	c02ru1	2002 Large Russian January - July (417.4534-RU)	2002	?
378	2002	c02ru2	2002 Large Russian August - December (419.2925-RU)	2002	?
515	2004	c04ru	2004 Large Russian (425.8439-RU)	2004	?
544	2005	c05ru	2005 Large Russian	2005	?
565	2006	c06ru1	2006 Large Russian (429.9822-RU)	2006	?
565	2006	c06ru2	2006 Large Russian (449.9807-RU)	2006	?
581	2007	c07ru1	2007 Large Russian (451.2196-RU)	2007	?
581	2007	c07ru2	2007 Large Russian (451.5850-RU)	2007	?
601	2008	c08ru1	2008 Large Russian Part 1 (453.0514-RU)	2008	?
515	2004	c04es2	2004 Large Spanish / Portuguese June - December (425.8467-ES/PT)	2004	?
377	2001	c01es1	2001 Large Spanish January - July (432.8704-ES)	2001	110
544	2005	c05es2	2005 Large Spanish / Portuguese September - December (428.9985-ES/PT)	2005	105
581	2007	c07it2	2007 Large Italian September - December (451.5838-IT)	2007	?
601	2008	c08it1	2008 Large Italian January - May (453.0504-IT)	2008	?
375	2000	c00dk1	2000 Large Danish January - June (432.2629-DK)	2000	110
374	1999	c99blx2	1999 Large Benelux (4321386-BLX)	1999	?
364	1989	c89fr	1989 Large French (921159-F)	1989	77
361	1986 / Fabuland	c86euf2	1986 Small Fabuland European (114378/114478-EU III (UK/F/B))	1986	11.3
360	1985	c85nl2	1985 Small Dutch (109306/109406-EU IV (NL))	1985	21.4
357	1982	c82nl4	1982 Medium Dutch (114106/114206-EU IV (NL))	1982	17
357	1982 / Train	c82eutr2	1982 Medium Train European (EU III 117779/117879 UK/I/F)	1982	30.4
357	1982 / Train	c82nltr	1982 Medium Train Dutch (EU IV 117706/117806 NL)	1982	30.4
372	1997	c97nz	1997 Large New Zealand (925.375-NZ.)	1997	103
361	1986 / Train	c86nltr	1986 Medium Train Dutch ((NL) 114906/115006)	1986	28
359	1984 / Fabuland	c84euf2	1984 Small Fabuland European (104982/105082-EU II (D/A/CH/F/I))	1984	?
366	1991	c91spg	1991 Medium Spanish / Portuguese / Greek (IB (E/P/GR) 834184/834284)	1991	35.4
368	1993 / Educational & Dacta	c93nldac2	1993 Large NL Dacta - janssen techniek Techniek Voortgezet Onderwijs (950.470-NL)	1993	78
362	1987 / Educational & Dacta	c87nldac1	1987 Large Dutch Dacta - LEGO Techniek en Robotica voor het Voortgezet Onderwijs (2000035-NL)	1987	43
369	1994 / Educational & Dacta	c94nldac	1994 Large NL Dacta - Techniek Produktiesystemen (951.133-06-NL)	1994	25
370	1995 / Educational & Dacta	c95nldac	1995 Large NL Dacta - Techniek Voortgezet Onderwijs (950.206-06-NL)	1995	68
368	1993 / Educational & Dacta	c93nldac	1993 Large NL Dacta - Techniek en Samenleving (950.426-NL)	1993	16
378	2002 / Explore	c02uke2	2002 Large UK Explore - The Lego Explore Journey: An exciting story book for your child to colour in (418.9647-UK)	2002	52
367	1992 / Paradisa	m92para	1992 Mini Paradisa (101883-EU/US)	1992	5
374	1999 / Technic	c99tech3	1999 Medium Technic (4124513/4124514-IN)	1999	10
378	2002 / Explore	c02osexp5	2002 Small Explore (417.8247)	2002	9
515	2004 / 4 Juniors / Pirates	m044j2	2004 Mini 4 Juniors Pirates (4237197)	2004	3
377	2001	m01eusoft	2001 Mini Software / Pepper Roni European (P-AGB-AL2P-EUR)	2001	7
601	2008	c08cn1	2008 Large Chinese	2008	?
375	2000	c00pt	2000 Large Portuguese January - July (432.2642-P)	2000	108
353	1978	c78de2	1978 Medium German Foldout (99250-D)	1978	16
601	2008	c08nl2	2008 Large Dutch August - December (454.2086-NL)	2008	109
515	2004	c04sah5de	2004 Shop at Home - Winter German (WOR U-2012)	2004	165
581	2007	c07dk2	2007 Large Danish August - December (451.5831-DK)	2007	122
544	2005	c05dk1	2005 Large Danish January - August TRU edition (427.7332-DK/TRU)	2005	108
565	2006 / Educational & Dacta	c06usdac	2006 Large US Education (Hands-On Science, Technology, Engineering, and Math)	2006	306
601	2008	c08sah1de	2008 Shop at Home - January German (WOR U-5213)	2008	148
581	2007 / Educational & Dacta	c07usdac	2007 Large US Education (Hands-On Science, Technology, Engineering, and Math)	2007	256
